Document Title,Abstract,Year,PDF Link,label,code,time
Reconfigurable semi-virtual computer architecture for long available small space vehicles,"This paper presents a new hardware architecture for a hybrid space computer composed of both physical and virtual processors. The architecture emulates a multiple modular computer, including both physical and virtual spares, with a small amount of physical processors (flight computer) and virtual redundancies (payload processors). The flight computer contains a main processor, as well as a backup and a redundant processor. However, the instrumentation for the Satex mission also includes a redundant LAN with autonomous capabilities to detect its failures, to reconfigure by itself and to provide on-line maintenance by automated means. Communications between flight computer and payload microcomputers are accomplished over this LAN, allowing a versatile operating behavior in terms of data communication as well as in terms of distributed fault tolerance. Under this scenario a semi-virtual expanded flight architecture is periodically implemented in the microsatellite in order to emulate a bigger and safer computer with increased fault-tolerant features. Previous topology is conformed periodically aiming at failure detection, fault isolation, and hardware reconfiguration of processors to obtain high availability; moreover, the architecture can be applied in any small space vehicle. The paper also concerns with fault containment regions, Byzantine majority voting mechanisms, reconfiguration procedures, hardware protections, hardware and software diversity and flight computer interface with satellite instrumentation",2001,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=931179,no,undetermined,0
Global scheduling for flexible transactions in heterogeneous distributed database systems,"A heterogeneous distributed database environment integrates a set of autonomous database systems to provide global database functions. A flexible transaction approach has been proposed for the heterogeneous distributed database environments. In such an environment, flexible transactions can increase the failure resilience of global transactions by allowing alternate (but in some sense equivalent) executions to be attempted when a local database system fails or some subtransactions of the global transaction abort. We study the impact of compensation, retry, and switching to alternative executions on global concurrency control for the execution of flexible transactions. We propose a new concurrency control criterion for the execution of flexible and local transactions, termed F-serializability, in the error-prone heterogeneous distributed database environments. We then present a scheduling protocol that ensures F-serializability on global schedules. We also demonstrate that this scheduler avoids unnecessary aborts and compensation",2001,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=929901,no,undetermined,0
"Low-cost, software-based self-test methodologies for performance faults in processor control subsystems","A software-based testing methodology for processor control subsystems, targeting hard-to-test performance faults in high-end embedded and general-purpose processors, is presented. An algorithm for directly controlling, using the instruction-set architecture only, the branch-prediction logic, a representative example of the class of processor control subsystems particularly prone to such performance faults, is outlined. Experimental results confirm the viability of the proposed methodology as a low-cost and effective answer to the problem of hard-to-test performance faults in processor architectures",2001,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=929769,no,undetermined,0
A frame-level measurement apparatus for performance testing of ATM equipment,"Performance testing of ATM equipment is here dealt with. In particular, the attention is paid to frame-level metrics, recently proposed by the ATM forum because of their suitability to reflect user-perceived performance better than traditional cell-level metrics. Following the suggestions of the ATM forum, more and more network engineers and production managers are nowadays interested in these metrics, thus increasing the need of instruments and measurement solutions appropriate to their estimation. Trying to satisfy this exigency, a new VXI-based measurement apparatus is proposed in the paper. The apparatus features a suitable software, developed by the authors, which allows the evaluation of the aforementioned metrics by making simply use of common ATM analyzers; only two VXI line interfaces, capable of managing both the physical and ATM layer, are, in fact, adopted. At first, some details about the hierarchical structure of the ATM technology as used as the main differences between frames, peculiar to the ATM adaptation layer, and cells characterizing the lower ATM layer are given. Then, both the hardware and software solutions of the measurement apparatus are described in detail with a particular attention to the measurement procedures implemented. At the end the performance of a new ATM device, developed by Ericsson, is assessed in terms of frame-level metrics by means of the proposed apparatus",2001,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=929479,no,undetermined,0
Design and development of a digital multifunction relay for generator protection,This paper presents the design and development of a rotor earth fault protection function as part of a multifunction generator protection relay. The relay design is based on a low frequency square wave injection method in detecting rotor earth faults. The accuracy of rotor earth fault resistance measurement is improved by applying piecewise quadratic approximation to the nonlinear gain characteristic of the measurement circuit. The paper also presents the hardware and software architecture of the relay,2001,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=929370,no,undetermined,0
New approach to the modeling of Command and Control Information Systems,"Probability of military activities successes in great degree depends on the qualities of their tactical planning processes. A very important part of tactical planning is the planning of a command and control information systempsilas (C2IS) communication infrastructure, respectively tactical communication networks. There are several known software tools that assist the process of tactical planning. However, they are often useless because different armies use different information and communication technologies. This is the main reason we started to develop a simulation system that helps in the process of planning tactical communication networks. Our solution is based on the well-known OPNET modeler simulation environment, which is also used for some other solutions in this area. In addition to the simulation and modeling methodologies we have also developed helper software tools. TPGEN is a tool which enables the user-friendly entering and editing of tactical network models. It performs mapping from C2IS and tactical communication network descriptions to an OPNET simulation modelpsilas parameters. Because the simulation results obtained by an OPNET modeler are user-unfriendly and need expert knowledge when analyzing them, we have developed an expert system for the automatic analysis of simulation results. One of outputs from this expert system is the user-readable evaluation of tactical networkspsila performances with guidance on how to improve the network. Another output is formatted to use in our tactical player. This tactical player is an application which helps when visualizing simulation and expert system results. It is also designed to control an OPNET history player in combination with 3DNV visualization of a virtual terrain. This developed solution, in user-friendly way, helps in the process of designing and optimizing tactical networks.",2008,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4753134,no,undetermined,0
Assessing the quality of auction Web sites,"WebQual is an instrument for assessing the quality of Internet sites from the perspective of the customer. Earlier versions of WebQual focused on information and interaction quality. This paper reports on a new version of WebQual that incorporates three quality dimensions: information quality, interaction quality and Web site design quality. WebQual is applied in the domain of Internet auctions and the results are used to assess the reliability of the instrument for assessing the quality of Web sites. Three auction sites (Amazon, eBay and QXL) are evaluated through an intervention that involves buying and selling at auction. The results of the intervention are analyzed quantitatively to assess the validity of the WebQual instrument and supplemented by qualitative data that is used to consider the relative merits of the three sites evaluated.",2001,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=927087,no,undetermined,0
X-33 redundancy management system,"The X-33 is an unmanned advanced technology demonstrator with a mission to validate new technologies for the next generation of Reusable Launch Vehicles. Various system redundancies are designed in the X-33 to enhance the probability of successfully completing its mission in the event of faults and failures during flight. One such redundant system is the Vehicle and Mission Computer that controls the X-33 ea, and manages the avionics subsystems. Historically, redundancy management and applications such as flight control and vehicle management tended to be highly coupled. One of the technologies that the X-33 will demonstrate is the Redundancy Management System (RMS) that uncouples the applications from the redundancy management details, in the same way that real-time operating systems have uncoupled applications from task scheduling, communication and synchronization details",2001,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=925693,no,undetermined,0
Performance analysis of image compression using wavelets,"The aim of this paper is to examine a set of wavelet functions (wavelets) for implementation in a still image compression system and to highlight the benefit of this transform relating to today's methods. The paper discusses important features of wavelet transform in compression of still images, including the extent to which the quality of image is degraded by the process of wavelet compression and decompression. Image quality is measured objectively, using peak signal-to-noise ratio or picture quality scale, and subjectively, using perceived image quality. The effects of different wavelet functions, image contents and compression ratios are assessed. A comparison with a discrete-cosine-transform-based compression system is given. Our results provide a good reference for application developers to choose a good wavelet compression system for their application",2001,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=925596,no,undetermined,0
Trading off execution time for reliability in scheduling precedence-constrained tasks in heterogeneous computing,"This paper investigates the problem of matching and scheduling of an application, which is composed of tasks with precedence constraints, to minimize both execution time and probability of failure of the application in a heterogeneous computing system. In general, however, it is impossible to satisfy both objectives at the same time because of conflicting requirements. The best one can do is to trade off execution time for reliability or vice versa, according to users' needs. Furthermore, there is a need for an algorithm which can assign tasks of an application to satisfy both of the objectives to some degree. Motivated from these facts, two different algorithms, which are capable of trading off execution time for reliability, are developed. To enable the proposed algorithms to account for the reliability of resources in the system, an expression which gives the reliability of the application under a given task assignment is derived. The simulation results are provided to validate the performance of the proposed algorithms",2001,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=925005,no,undetermined,0
Finite element analysis of internal winding faults in distribution transformers,"With the appearance of deregulation, distribution transformer predictive maintenance is becoming more important for utilities to prevent forced outages with the consequential costs. To detect and diagnose a transformer internal fault requires a transformer model to simulate these faults. This paper presents finite element analysis of internal winding faults in a distribution transformer. The transformer with a turn-to-earth fault or a turn-to-turn fault is modeled using coupled electromagnetic and structural finite elements. The terminal behaviors of the transformer are studied by an indirect coupling of the finite element method and circuit simulation. The procedure was realized using a commercially available software. The normal case and various faulty cases were simulated and the terminal behaviors of the transformer were studied and compared with field experimental results. The comparison results validate the finite element model to simulate internal faults in a distribution transformer.",2001,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=924821,no,undetermined,0
Behavioral-level test vector generation for system-on-chip designs,"Co-design tools represent an effective solution for reducing costs and shortening time-to-market, when system-on-chip design is considered. In a top-down design flow, designers would greatly benefit from the availability of tools able to automatically generate test sequences, which can be reused during the following design steps, from the system-level specification to the gate-level description. This would significantly increase the chance of identifying testability problems early in the design flow, thus reducing the costs and increasing the final product quality. The paper proposes an approach for integrating the ability to generate test sequences into an existing co-design tool. Preliminary experimental results are reported, assessing the feasibility of the proposed approach",2000,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=889554,no,undetermined,0
Virtual instrumentation and its application in diagnosis of faults in power transformers,"This paper presents a new approach to detect, localize and investigate the feasibility of identifying winding insulation failures. The diagnosis is based on the time-frequency analysis of signals recorded during lightning impulse tests. The virtual instrument is implemented with an acquisition board inserted into a PC and with software developed with lab view tools which sample the voltage and current signal and furnish the extent of insulation failure. The acquired signal is decomposed using multiresolution signal decomposition techniques to detect and localize the time instant of occurrence of fault",2000,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=888807,no,undetermined,0
Faulty version recovery in object-oriented N-version programming,"Many long-running applications would greatly benefit from being able to recover faulty versions in N-version programs since their exclusion from further use undermines the availability of the system. Developing a recovery feature, however, is a very complex and error-prone task, which the author believes has not received adequate attention. Although many researchers are aware of the importance of version recovery, there are very few schemes which include these features. Even when they do, they rely on ad hoc programming and are not suitable for object-oriented systems. The author believes that developing systematic approaches here is crucial, and formulates a general approach to version recovery in class diversity schemes, which is based on the concept of the abstract version state. The approach extends the recently-developed class diversity scheme and relies on important ideas motivated by community error recovery. The diversity scheme includes two-level error detection which allows error latency to be controlled. To use it, special application-specific methods for each version object have to be designed, which would map the internal state into the abstract state and at the same time, form a basis for one-level version recovery. The approach is discussed in detail, compared with the existing solutions, and additional benefits of using the abstract version state are shown. The intention is to outline a disciplined way for providing version recovery and thus make it more practical. Two promising approaches which can be used for developing new structuring techniques incorporating the abstract version state concept are discussed",2000,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=888327,no,undetermined,0
Worst-case execution times analysis of MPEG-2 decoding,"Presents the first worst-case execution times (WCET) analysis of MPEG decoding. Solutions for two scenarios-video-on-demand (VoD) and live-are presented, serving as examples for a variety of real-world applications. A significant reduction of over-estimations (down to 17%, including overheads) during WCET analysis of the live scenario can be achieved by using our new two-phase decoder with built-in WCET analysis, which can be universally applied. It is even possible to predict the exact execution times in the VoD scenario. This work is motivated by the fact that media streaming service providers are under great pressure to fulfil the quality of service promised to their customers, preferably in an efficient way",2000,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=853994,no,undetermined,0
Joint evaluation of performance and robustness of a COTS DBMS through fault-injection,"Presents and discusses observed failure modes of a commercial off-the-shelf (COTS) database management system (DBMS) under the presence of transient operational faults induced by SWIFI (software-implemented fault injection). The Transaction Processing Performance Council (TPC) standard TPC-C benchmark and its associated environment is used, together with fault-injection technology, building a framework that discloses both dependability and performance figures. Over 1600 faults were injected in the database server of a client/server computing environment built on the Oracle 8.1.5 database engine and Windows NT running on COTS machines with Intel Pentium processors. A macroscopic view on the impact of faults revealed that: (1) a large majority of the faults caused no observable abnormal impact in the database server (in 96% of hardware faults and 80% of software faults, the database server behaved normally); (2) software faults are more prone to letting the database server hang or to causing abnormal terminations; (3) up to 51% of software faults lead to observable failures in the client processes",2000,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=857547,no,undetermined,0
A new rolling stock architecture using safety computers and networks,"Many embedded systems carrying out safety functions in railway applications are still operated with conventional relay-based systems, at the expense of kilometers of wiring in each train. To cope with this issue, Technicatome has developed a demonstrator for RATP (the Paris subway company) to assess pros and cons of alternative architectures based on interconnected digital systems. This demonstrator is currently in operation on an MF 88 train set. The paper summarizes the main features of this experiment",2000,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=857529,no,undetermined,0
Executable assertions for detecting data errors in embedded control systems,"In order to be able to tolerate the effects of faults, we must first detect the symptoms of faults, i.e. the errors. This paper evaluates the error detection properties of an error detection scheme based on the concept of executable assertions aiming to detect data errors in internal signals. The mechanisms are evaluated using error injection experiments in an embedded control system. The results show that using the mechanisms allows one to obtain a fairly high detection probability for errors in the areas monitored by the mechanisms. The overall detection probability for errors injected to the monitored signals was 74%, and if only errors causing failure are taken into account we have a detection probability of over 99%. When subjecting the target system to random error injections in the memory areas of the application, i.e., not only the monitored signals, the detection probability for errors that cause failure was 81%",2000,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=857510,no,undetermined,0
Probabilistic analysis of safety-critical adaptive systems with temporal dependences,"Dynamic adaptation means that components are reconfigured at run time. Consequently, the degree to which a system fulfils its functional and safety requirements depends on the current system configuration at run time. The probability of a violation of functional requirements in combination with an importance factor for each requirement gives us a measure for reliability. In the same way, the degree of violation of safety requirements can be a measure for safety. These measures can easily be derived based on the probabilities of possible system configurations. For this purpose, we are introducing a new probabilistic analysis technique that determines configuration probabilities based on Fault trees, Binary Decision Diagrams (BDDs) and Markov chains. Through our recent work we have been able to determine configuration probabilities of systems but we neglected timing aspects . Timing delays have impact on the adaptation behavior and are necessary to handle cyclic dependences. The contribution of the present article is to extend analysis towards models with timing delays. This technique builds upon the Methodologies and Architectures for Runtime Adaptive Systems (MARS) , a modeling concept we use for specifying the adaptation behavior of a system at design time. The results of this paper determine configuration probabilities, that are necessary to quantify the fulfillment of functional and safety requirements by adaptive systems.",2008,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4925786,no,undetermined,0
A methodology for validating digital circuits with mutation testing,"This paper proposes a systematic methodology for improving functional validation vectors developed to check digital circuits. This method exploits the mutation testing concept originally proposed for software validation. Mutation injects specific functional transformations in circuit descriptions expressed in languages like VHDL or Verilog. These programs, called mutant, are syntactically correct but functionally incorrect. Knowing how these vectors detect functional faults improves the confidence in the design and provide information on the coverage of validation vectors. The paper identifies limits of previous work on mutation testing applied to hardware and proposes method that are better suited to the task",2000,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=857100,no,undetermined,0
Intermittent faults and effects on reliability of integrated circuits,"A significant amount of research has been aimed at analyzing the effects of high energy particles on semiconductor devices. However, less attention has been given to the intermittent faults. Field collected data and failure analysis results presented in this paper clearly show intermittent faults are a major source of errors in modern integrated circuits. The root cause for these faults ranges from manufacturing residuals to oxide breakdown. Burstiness and high error rates are specific manifestations of the intermittent faults. They may be activated and deactivated by voltage, frequency, and operating temperature variations. The aggressive scaling of semiconductor devices and the higher circuit complexity are expected to increase the likelihood of occurrence of the intermittent faults, despite the extensive use of fault avoidance techniques. Herein we discuss the effectiveness of several fault tolerant approaches, taking into consideration the specifics of the errors generated by intermittent faults. Several solutions, previously proposed for handling particle induced soft errors, are exclusively based on software and too slow for handling large bursts of errors. As a result, hardware implemented fault tolerant techniques, such as error detecting and correcting codes, self checking, and hardware implemented instruction retry, are necessary for mitigating the impact of the intermittent faults, both in the case of microprocessors, and other complex integrated circuits.",2008,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4925824,no,undetermined,0
A methodology for quantitative evaluation of software reliability using static analysis,"This paper proposes a methodology for quantitative evaluation of software reliability in updated COTS or Open Source components. The model combines static analysis of existing source code modules, limited testing with execution path capture, and a series of Bayesian Belief Networks. Static analysis is used to detect faults within the source code which may lead to failure. Code coverage is used to determine which paths within the source code are executed as well as their execution rate. A series of Bayesian Belief Networks is then used to combine these parameters and estimate the reliability for each method. A second series of Bayesian Belief Networks then combines the module reliabilities to estimate the net software reliability. A proof of concept for the model is provided, as the model is applied to five different open-source applications and the results are compared with reliability estimates using the STREW (Software Testing and Early Warning) metrics. The model is shown to be highly effective and the results are within the confidence interval for the STREW reliability calculations, and typically the results differed by less than 2%. This model offers many benefits to practicing software engineers. Through the usage of this model, it is possible to quickly assess the reliability of a given release of a software module supplied by an external vendor to determine whether it is more or less reliable than a previous release. The determination can be made independent of any knowledge of the developer's software development process and without any development metrics.",2008,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4925829,no,undetermined,0
QoS mapping along the protocol stack: discussion and preliminary results,"Quality of service (QoS) mechanisms are needed in integrated networks so that the performance requirements of heterogeneous applications are met. We outline a framework for predicting end-to-end QoS at the application layer based on mapping of QoS guarantees across layers in the protocol stack and concatenation of guarantees across multiple dissimilar sub-networks. Mapping is needed to translate QoS guarantees provided in the lower layers into their effects on upper-layer performance indicators. We illustrate the process with some preliminary results for QoS mapping due to segmentation of packets; we conduct a worst-case analysis, generating a closed-form mapping of delay and losses between two layers. Future extensions of this work will take into account flow aggregation processes and the combination of quantitative and qualitative guarantees",2000,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=853592,no,undetermined,0
A strategy for Grid based t-way test data generation,"Although desirable as an important activity for ensuring quality assurances and enhancing reliability, complete and exhaustive software testing is next to impossible due to resources as well as timing constraints. While earlier work has indicated that pairwise testing (i.e. based on 2-way interaction of variables) can be effective to detect most faults in a typical software system, a counter argument suggests such conclusion cannot be generalized to all software system faults. In some system, faults may also be caused by more than two parameters. As the number of parameter interaction coverage (i.e. the strength) increases, the number of t-way test set also increases exponentially. As such, for large system with many parameters, considering higher order t-way test set can lead toward combinatorial explosion problem (i.e. too many data set to consider). We consider this problem for t-way generation of test set using the Grid strategy. Building and complementing from earlier work in In-Parameter-Order-General (or IPOG) and its modification (or MIPOG), we present the Grid MIPOG strategy (G_MIPOG). Experimental results demonstrate that G_MIPOG scales well against the sequential strategies IPOG and MIPOG with the increase of the computers as computational nodes.",2008,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4784416,no,undetermined,0
A New Methodology for the Test of SoCs and for Analyzing Elusive Failures,The increasing complexity of SoCs in form of more complex architecture designs and smaller structures qualifies test procedures and failure analysis as one of the key skills in the semiconductor industry. In this contribution we show a new SoC test methodology which significantly increases the test coverage of a SoC. The integrated system integrity control functionality of the hid ICE approach observes a SoC core and is able to detect irregularities in comparison to a reference system. In case of a failure detection an exhaustive trace is available which helps to identify the root cause. Especially in multi-core systems the interference between different subsystems can be tested under real operating conditions. Also the effort to identify and analyze elusive failures will be reduced.,2008,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5070929,no,undetermined,0
Validation of an approach for improving existing measurement frameworks,"Software organizations are in need of methods to understand, structure, and improve the data their are collecting. We have developed an approach for use when a large number of diverse metrics are already being collected by a software organization (M.G. Mendonca et al., 1998; M.G. Mendonca, 1997). The approach combines two methods. One looks at an organization's measurement framework in a top-down goal-oriented fashion and the other looks at it in a bottom-up data-driven fashion. The top-down method is based on a measurement paradigm called Goal-Question-Metric (GQM). The bottom-up method is based on a data mining technique called Attribute Focusing (AF). A case study was executed to validate this approach and to assess its usefulness in an industrial environment. The top-down and bottom-up methods were applied in the customer satisfaction measurement framework at the IBM Toronto Laboratory. The top-down method was applied to improve the customer satisfaction (CUSTSAT) measurement from the point of view of three data user groups. It identified several new metrics for the interviewed groups, and also contributed to better understanding of the data user needs. The bottom-up method was used to gain new insights into the existing CUSTSAT data. Unexpected associations between key variables prompted new business insights, and revealed problems with the process used to collect and analyze the CUSTSAT data. The paper uses the case study and its results to qualitatively compare our approach against current ad hoc practices used to improve existing measurement frameworks.",2000,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=852739,no,undetermined,0
Automated quality analysis of component software for embedded systems,"The Java programming language has gained increasing importance for the development of embedded systems. To be cost efficient, such systems have to cope with significant hardware restrictions which result in certain software programming restrictions. Recently, companies have started to apply Java component technology also in the area of embedded systems. Components are pieces of software with a defined interface which can be reused in different applications. Typically, components are not developed under programming restrictions for specific embedded systems, because those restrictions depend highly on the underlying hardware. Executing such software on a micro controller with very limited resources often results in unforeseen problems, e.g., in a memory overflow. Failure to detect such problems in an early stage might lead to significant costs, e.g., for replacing software on thousands of produced controllers. The authors present a semi-automatic approach to inspect Java source code in order to check for predefined hardware dependent restrictions. As an application domain we have chosen Java Smart Cards, which are very popular today, introduce their specific restrictions, and present how to inspect Java code to ensure that all restrictions are considered",2000,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=852476,no,undetermined,0
A Deterministic Methodology for Identifying Functionally Untestable Path-Delay Faults in Microprocessor Cores,"Delay testing is crucial for most microprocessors. Software-based self-test (SBST) methodologies are appealing, but devising effective test programs addressing the true functionally testable paths and assessing their actual coverage are complex tasks. In this paper, we propose a deterministic methodology, based on the analysis of the processor instruction set architecture, for determining rules arbitrating the functional testability of path-delay faults in the data path and control unit of processor cores. Moreover, the performed analysis gives guidelines for generating test programs. A case study on a widely used 8-bit microprocessor is provided.",2008,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5070942,no,undetermined,0
A MAC protocol with priority splitting algorithm for wireless ATM networks,"This paper deals proposes a medium access control (MAC) protocol for ensuring the quality of service (QoS) of integrated multimedia services on wireless links. The wireless ATM MAC protocol which incorporates dynamical polling, idle uplink (UL) data channel conversion, piggybacking and an interruptable priority splitting algorithm (named THBPSA) for resolving random access collisions is proposed and named TPICC. The effect of the priority splitting algorithm on the performance of the TPICC is simulated and compared with a counterpart of the TPICC which uses an unprioritised binary splitting algorithm (UBSA) in the RA slots. The effect of an invalid polling detecting (IPD) mechanism on the UL bandwidth efficiency is also simulated. The simulation results show that the THBPSA algorithm ensures a smaller medium access delay for realtime traffic classes than for non-realtime traffic classes. Comparing THBPSA with a priority scheduling scheme which is used in the base station (BS) and features packet time stamps, THBPSA provides realtime traffic classes with a much less UL packet delay than non-realtime traffic classes. The UL bandwidth used by the dynamic polling of realtime traffic classes is tolerable",2000,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=851271,no,undetermined,0
Grading and predicting networked application behaviour,"The user-perceived quality of an application operating over a communication network has a considerable influence on the usefulness of that application. Intuitively, it may be assumed that this quality will be related to the current network performance, but in practice the relationship is often complex and difficult to determine. A scheme has been developed whereby the performance of network applications can be assessed and empirically graded for various controlled network loading conditions. Given the current network loading conditions on an operational network and information generated by the grading process, it is possible to predict the performance of the network application before the application is actually run. This has the potential for reducing the amount of traffic forced on a network as a consequence of aborted connections.",2000,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=850841,no,undetermined,0
The future growth trend of neutral currents in three-phase computer power systems caused by voltage sags,"This paper presents a summary of the power quality related concerns associated with the applications of the future growth trend of neutral currents in three-phase computer power systems. These concerns include power system harmonics and neutral current caused by voltage sags and short interruption. The neutral current characteristics under that condition are described. Methods for identifying these problems, analysis, determining their impact on utility and customer are also described. The EMTP simulation, field measurement and experimental results are used to verify the disturbance problems. The applications of regression model to predict neutral current growth trend during power line disturbances from measured data is proposed",2000,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=850176,no,undetermined,0
Designing high-performance and reliable superscalar architectures-the out of order reliable superscalar (O3RS) approach,"As VLSI geometry continues to shrink and the level of integration increases, it is expected that the probability of faults, particularly transient faults, will increase in future microprocessors. So far, fault tolerance has chiefly been considered for special purpose or safety critical systems, but future technology will likely require integrating fault tolerance techniques into commercial systems. Such systems require low cost solutions that are transparent to the system operation and do not degrade overall performance. This paper introduces a new superscalar architecture, termed as 03RS that aims to incorporate such simple fault tolerance mechanisms as part of the basic architecture",2000,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=857578,no,undetermined,0
Formal modeling and analysis of atomic commitment protocols,"The formal specification and mechanical verification of an atomic commitment protocol (ACP) for distributed real-time and fault-tolerant databases is presented. As an example, the non-blocking ACP of Babaoglu and Toueg (1993) is analyzed. An error in their termination protocol for recovered participants has been detected. We propose a new termination protocol which has been proved correct formally. To stay close to the original formulation of the protocol, timed state machines are used to specify the processes, whereas the communication mechanism between processes is defined using assertions. Formal verification has been performed incrementally: adding recovery from crashes only after having proved the basic protocol. The verification system PVS was used to deal with the complexity of this fault-tolerant protocol",2000,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=857694,no,undetermined,0
Identifying factors influencing reliability of professional systems,"Modern product development strategies call for a more proactive approach to fight intense global competition in terms of technological innovation, shorter time to market, quality and reliability and accommodative price. From a reliability engineering perspective, development managers would like to estimate as early as possible how reliably the product is going to behave in the field, so they can then focus on system reliability improvement. To steer such a reliability driven development process, one of the important aspects in predicting the reliability behavior of a new product, is to know the factors that may influence its field performance. In this paper, two methods are proposed for identifying reliability factors and their significance in influencing the reliability of the product.",2008,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4925771,no,undetermined,0
A randomness test based on T-codes,"In this paper, a new randomness test is proposed based on the T-complexity of a T-code, which is a variable-length self-synchronizing code introduced by Titchener in 1984. The proposed test can be used instead of the Lempel-Ziv compression test, which was removed from the NIST statistical test suite because the LZ-complexity has a defect such that its distribution of P-values is strictly discrete for random sequences of length 10<sup>6</sup>. We show that T-complexity has almost ideal continuous distribution of P-values for the same sequences. In order to calculate T-complexity, a new T-decomposition algorithm is also proposed to realize forward parsing for a given sequence although the original T-decomposition uses backward parsing. Furthermore, it is shown that the proposed randomness test can detect undesirable pseudorandom numbers that the NIST statistical test suite cannot detect.",2008,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4895570,no,undetermined,0
How perspective-based reading can improve requirements inspections,"Because defects constitute an unavoidable aspect of software development, discovering and removing them early is crucial. Overlooked defects (like faults in the software system requirements, design, or code) propagate to subsequent development phases where detecting and correcting them becomes more difficult. At best, developers will eventually catch the defects, but at the expense of schedule delays and additional product-development costs. At worst, the defects will remain, and customers will receive a faulty product. The authors explain their perspective based reading (PBR) technique that provides a set of procedures to help developers solve software requirements inspection problems. PBR reviewers stand in for specific stakeholders in the document to verify the quality of requirements specifications. The authors show how PBR leads to improved defect detection rates for both individual reviewers and review teams working with unfamiliar application domains.",2000,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=869376,no,undetermined,0
Modeling Quality of Service Adaptability,"Quality of service adaptability refers to the ability of services (or components) to adapt the quality exhibited during run-time, or to the faculty of architectural models to show that several alternatives concerning quality could be implemented. Enclosing quality properties with architectural models has been typically used to improve system understanding. Nevertheless, these properties can also be used to compose subsystems whose quality can be adapted or/and to predict the behavior of the run-time adaptability. Existing software modeling languages lack enough mechanisms to cope with adaptability, e.g. to describe software elements that may offer/require several quality levels. This paper presents concepts that such a language needs to include to model quality-adaptable systems, and how we use those concepts to compose and analyze software architectures.",2008,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4814999,no,undetermined,0
Optimal and suboptimal reliable scheduling of precedence-constrained tasks in heterogeneous distributed computing,"Introduces algorithms which can produce both optimal and suboptimal task assignments to minimize the probability of failure of an application executing on a heterogeneous distributed computing system. A cost function which defines this probability under a given task assignment is derived. To find optimal and suboptimal task assignments efficiently, a reliable matching and scheduling problem is converted into a state-space search problem in which the cost function derived is used to guide the search. The A* algorithm for finding optimal task assignments and the A*<sub>m</sub> and hill-climbing algorithms for finding suboptimal task assignments are presented. Simulation results are provided to confirm the performance of the proposed algorithms",2000,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=869148,no,undetermined,0
Automating delegation in class-based languages,"Some designers of class-based object oriented languages choose not to support multiple inheritance. As a result, programmers often resort to ad hoc workarounds. The most common of these workarounds is delegation. Even delegation is tedious and error prone, however. We believe that language designers who choose against multiple inheritance should consider automating delegation in order to alleviate these problems. In this paper we present Jamie, a language extension for Java that automates delegation. We also discuss the advantages and disadvantages of both delegation and automating it in a class-based programming language. Many of our observations are based on our experiences with implementing and using Jamie",2000,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=868969,no,undetermined,0
