Document Title,Abstract,Year,PDF Link,label,code,time
Providing Predictable Performance To A Network-Based Application Over ATM,"<div style=""font-variant: small-caps; font-size: .9em;"">First Page of the Article</div><img class=""img-abs-container"" style=""width: 95%; border: 1px solid #808080;"" src=""/xploreAssets/images/absImages/00662025.png"" border=""0"">",1995,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=662025,no,undetermined,0
Ground-truthing and benchmarking document page segmentation,"We describe a new approach for evaluating page segmentation algorithms. Unlike techniques that rely on OCR output, our method is region-based: the segmentation output, described as a set of regions together with their types, output order etc., is matched against the pre-stored set of ground-truth regions. Misclassifications, splitting, and merging of regions are among the errors that are detected by the system. Each error is weighted individually for a particular application and a global estimate of segmentation quality is derived. The system can be customized to benchmark specific aspects of segmentation (e.g., headline detection) and according to the type of error correction that might follow (e.g., re-typing). Segmentation ground-truth files are quickly and easily generated and edited using GroundsKeeper, an X-Window based tool that allows one to view a document, manually draw regions (arbitrary polygons) on it, and specify information about each region (e.g., type, parent)",1995,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=601968,no,undetermined,0
Prediction of OCR accuracy using simple image features,"A classifier for predicting the character accuracy achieved by any Optical Character Recognition (OCR) system on a given page is presented. This classifier is based on measuring the amount of white speckle, the amount of character fragments, and overall size information in the page. No output from the OCR system is used. The given page is classified as either â€œgoodâ€?quality (i.e. high OCR accuracy expected) or â€œpoorâ€?(i.e. low OCR accuracy expected). Results of processing 639 pages show a recognition rate of approximately 85%. This performance compares favorably with the ideal-case performance of a prediction method based upon the number of reject-markers in OCR generated text",1995,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=599003,no,undetermined,0
Clustering OCR-ed texts for browsing document image database,"Document clustering is a powerful tool for browsing throughout a document database. Similar documents are gathered into several clusters and a representative document of each cluster is shown to users. To make users infer the content of the database from several representatives, the documents must be separated into tight clusters, in which documents are connected with high similarities. At the same time, clustering must be fast for user interaction. We propose an O(n<sup>2</sup>) time, O(n) space cluster extraction method. It is faster than the ordinal clustering methods, and its clusters compare favorably with those produced by Complete Link for tightness. When we deal with OCR-ed documents, term loss caused by recognition faults can change similarities between documents. We also examined the effect of recognition faults to the performance of document clustering",1995,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=598969,no,undetermined,0
Logic vs. current testing: an evaluation using CrossCheck Technology's CM-iTest,"This paper examines the effectiveness of using the CrossCheck software tool CM-iTest to select high-fault coverage, robust test vectors for measuring I<sub>DDQ</sub>. In the experiments section of the paper data from 4 ASIC designs is presented which examines the defect detection of stuck-at fault (SAF) functional testing versus I<sub>DDQ </sub> current testing for varying degrees of SAF and transistor-level I <sub>DDQ</sub> fault coverages. The I<sub>DDQ</sub> current testing further compares the defect detection of using CrossCheck CM-iTest selected I<sub>DDQ</sub> vectors versus randomly selected and customer selected I<sub>DDQ</sub> vectors",1995,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=580716,no,undetermined,0
Image quality and readability,"Determining the readability of documents is an important task. Human readability pertains to the scenario when a document image is ultimately presented to a human to read. Machine readability pertains to the scenario when the document is subjected to an OCR process. In either case, poor image quality might render a document unreadable. A document image which is human readable is often not machine readable. It is often advisable to filter out documents of poor image quality before sending them to either machine or human for reading. This paper is about the design of such a filter. We describe various factors which affect document image quality and the accuracy of predicting the extent of human and machine readability possible using metrics based on document image quality",1995,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=538547,no,undetermined,0
Yield learning via functional test data,This paper presents a methodology to estimate the defect Pareto in an IC process through the use of production functional test data. This Pareto can then be used for yield improvement activities. We demonstrate the concept on several benchmark circuits. We show how limited IDDQ current testing can significantly improve the Pareto accuracy,1995,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=529891,no,undetermined,0
A neural fuzzy system to evaluate software development productivity,"Managing software development and maintenance projects requires early knowledge about quality and effort needed for achieving this quality level. Quality-based productivity management is introduced as one approach for achieving and using such process knowledge. Fuzzy rules are used as a basis for constructing quality models that can identify outlying software components that might cause potential quality problems. A special fuzzy neural network is introduced to obtain the fuzzy rules combining the metrics as premises and quality factors as conclusions. Using the law of DeMorgan, this net structure is able to learn premises just by changing the weights. Note that the authors change neither the number of neurons nor the number of connections. This new type of net allows for the extraction of knowledge acquired by training on the past process data directly in the form of fuzzy rules. Beyond that, it is possible to transfer all the known rules to the neural fuzzy system in advance. The suggested approach and its advantages towards common simulation and decision techniques is illustrated with experimental results. Its application area is in maintenance productivity. A module quality model-with respect to changes-provides both quality of fit (according to past data) and predictive accuracy (according to ongoing projects)",1995,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=538521,no,undetermined,0
On-line sensing and modeling of mechanical impedance in robotic food processing,"Measurement of mechanical impedance is useful in robotic food processing. In cutting meat, fish, and other inhomogeneous objects by means of a robotic cutter, for instance, it is useful to sense the transition regions between soft meat, hard meat, fat, shin, and bone. Product quality and yield can be improved through this, by accurately separating the desired product from the parts that should be discarded. Mechanical impedance at the cutter-object interface is known to provide the necessary information for this purpose. Unfortunately, the conventional methods of measuring mechanical impedance require sensing of both force and velocity simultaneously. Instrumenting a robotic end-effector for these measurements can make the cutter unit unsatisfactorily heavy, sluggish, and costly. An approach for on-line sensing of mechanical impedance, using the current of the cutter motor and the displacement (depth of cut) of the cutter, has been developed by us. A digital filter computes the mechanical impedance on this basis. For model-based estimation, performance evaluation of the on-line sensor, and also for model-based cutter control, it is useful to develop a model of the cutter-object interface. This paper illustrates these concepts using a laboratory system consisting of a robotic gripper and a flexible object. The prototype consists of an industrial-quality robotic gripper, a control computer, and associated hardware and software for data acquisition and processing. A model of the process interface between the end-effector and object has been developed. Some illustrative results from laboratory experiments are given",1995,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=538018,no,undetermined,0
Image processing for CT-assisted reverse engineering and part characterization,"Computed tomography (CT) systems have the ability to rapidly and nondestructively produce images of both exterior and interior surfaces and regions. Because CT images are densitometrically accurate, complete morphological and part characterization information can be obtained without need of physical sectioning. CT data can be processed to create computer-aided design (CAD) representations of the part, to extract dimensional measurement, or to detect, size and locate defects. The key image processing steps which are required both for CT-assisted reverse engineering and CT-assisted part characterization are examined. Two desirable characteristics of the underlying image processing algorithms are accuracy of the produced results and the ability to handle large volumetric images of complex parts",1995,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=537573,no,undetermined,0
An Adaptive Distributed System-Level Diagnosis Algorithm and Its Implementation,"<div style=""font-variant: small-caps; font-size: .9em;"">First Page of the Article</div><img class=""img-abs-container"" style=""width: 95%; border: 1px solid #808080;"" src=""/xploreAssets/images/absImages/00532652.png"" border=""0"">",1995,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=532652,no,undetermined,0
ON THE DIAGNOSABILITY OF DIGITAL SYSTEMS,"<div style=""font-variant: small-caps; font-size: .9em;"">First Page of the Article</div><img class=""img-abs-container"" style=""width: 95%; border: 1px solid #808080;"" src=""/xploreAssets/images/absImages/00532650.png"" border=""0"">",1995,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=532650,no,undetermined,0
STAREX SELF-REPAIR ROUTINES: SOFTWARE RECOVERY IN THE JPL-STAR COMPUTER,"<div style=""font-variant: small-caps; font-size: .9em;"">First Page of the Article</div><img class=""img-abs-container"" style=""width: 95%; border: 1px solid #808080;"" src=""/xploreAssets/images/absImages/00532635.png"" border=""0"">",1995,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=532635,no,undetermined,0
PACS in the operating room: experience at the Baltimore VA Medical Center,The objective of this study was to evaluate the performance of a picture archiving and communication system (PACS) in the operating room (OR) environment in a filmless hospital. Surgeons and OR staff were interviewed to assess the degree to which the PACS in the OR met their requirements and expectations. PACS was favored over film in the OR for the majority of those surveyed. Image quality was perceived as equivalent to or better than film. Image availability was cited as the major advantage over film. Areas for improvement in workstation design and PACS training were described and solutions offered. A filmless OR was preferable to a film environment for surgeons and staff. Attention to the specific requirements of different hospital environments such as the OR during PACS design and implementation may increase the utility of PACS for non-radiologist users,1995,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=532592,no,undetermined,0
From hardware to software testability,"This paper presents the application of some hardware testability concepts to data-flow software. Testability is concerned with three difficulties: generating test sets, interpreting test results and diagnosing faults. This threefold aspect of testability is discussed and estimates are proposed",1995,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=529901,no,undetermined,0
An operational expert system to analyze and locate faults occurring on MV networks,"This paper describes an operational expert system analyzing faults occurring on medium voltage networks. After a brief description of the auscultation method, that led to the development of the software, the LAURE functions and architecture are explained. The analysis and calculation module is detailed, as well as the configuration and the request parts. The paper also displays the experimentation results and the organization held to operate the system",1995,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=515199,no,undetermined,0
Analyzing empirical data from a reverse engineering project,"This study reports the analysis of data collected during the execution of a reverse engineering process in a real environment. Essentially, the analysis assessed productivity aspects. The experience showed the need for automatic tools which can be adapted to the context the process is performed in and the possibility of anchoring the effort required for the reverse engineering to the desired product quality",1995,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=514699,no,undetermined,0
A verification tool to measure software in critical systems,"Previously, software metrics have been established to evaluate the software development process throughout the software life cycle, and have been effective in helping to determine how a software design is progressing. These metrics are used to uncover favorable and unfavorable design trends and identify potential problems and deficiencies early in the development process to reduce costly redesign or the delivery of immature error prone software. One area where design metrics plays an important role is in the identification of misunderstandings between the software engineer and the system or user requirements due to incorrect or ambiguous statements of requirements. However, the metrics developed to date do not consider the additional interface to the safety engineer when developing critical systems. Because a software error in a computer controlled critical system can potentially result in death, injury, loss of equipment or property, or environmental harm, a safety metrics set was developed to ensure that the safety requirements are well understood and correctly implemented by the software engineer. This paper presents a safety metrics set that can be used to evaluate the maturity of hazard analysis processes and its interaction with the software development process",1995,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=513263,no,undetermined,0
Performance and reliability evaluation of passive replication schemes in application level fault tolerance,"Process replication is provided as the central mechanism for application level software fault tolerance in SwiFT and DOORS. These technologies, implemented as reusable software modules, support cold and warm schemes of passive replication. The choice of a scheme for a particular application is based on its availability and performance requirements. In this paper we analyze the performability of a server software which may potentially use these technologies. We derive closed form formulae for availability throughput and probability of loss of a job. Six scenarios of loss are modeled and for each, these expressions are derived. The formulae can be used either of time or online to determine the optimal replication scheme.",1999,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=781067,no,undetermined,0
On the analysis of subdomain testing strategies,Weyuker and Jeng (1991) have investigated the conditions that affect the performance of partition testing and have compared analytically the fault-detecting ability of partition testing and random testing. Chen and Yu (1994) have generalized some of Weyuker and Jeng's results. We extend the analysis to subdomain testing in which subdomains may overlap. We derive several results for a special case and demonstrate a technique to extend some of our results to more general cases. We believe that this technique should be very useful in further investigating the behaviour of subdomain testing,1995,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=496970,no,undetermined,0
A defect identification algorithm for sequential and parallel computers,"The comparison of images containing a single object of interest, where one of them contains the model object, is frequently used for defect identification. This is often a problem of interest to industrial applications. This paper introduces sequential and parallel versions of an algorithm that compares original (reference) and processed images in the time and frequency domains. This comparison combined with histogram data from both domains can identify differences in the images. Extracted data is also compared to database data in an attempt to pinpoint specific changes, such as rotations, translations, defects, etc. The first application considered here is recognition of an object which has been translated and/or rotated. For illustration purposes, an original image of a computer-simulated centered needle is compared to a second image of the hypodermic needle in a different position. This algorithm will determine if both images contain the same object regardless of position. The second application identifies changes (defects) in the needle regardless of position and reports the quality of the needle. This quality will be a quantitative measurement depending on error calculations in the spatial and frequency domains and comparisons to database data. Finally, the performance of sequential and parallel versions of the algorithm for a Sun SPARCstation and an experimental in-house built parallel DSP computer with eight TMS320C40 processors is included. The results show that significant speedup can be achieved through incorporation of parallel processing techniques",1995,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=496625,no,undetermined,0
A CSIC implementation with POCSAG decoder and microcontroller for paging applications,"This paper presents a CSIC (Customer Specification Integrated Circuit) implementation, which includes a 512/1200/2400 bps POCSAG decoder, PDI2400 and MC68HC05 changed by PANTECH. It can receive all the data with the rate of 512/1200/2400 bps of a single clock of 76.8 KHz. It is designed to have maximum 2 own frames for service enhancement. To improve receiver quality, a preamble detection considering frequency tolerance and a SCW (Synchronization Code Word) detection at every 4 bit is suggested. Also we consider an error correction of address and message up to 2 bits. Furthermore, it is possible with proposed PF (Preamble Frequency) error to achieve a battery life increase due to the turn-off of RF circuits when the preamble signal is detected with noises. The chip is designed using VHDL code from PDI2400 micro-architecture level. It is verified with VHDL simulation software of PowerView. Its logic diagrams are synthesized with VHDL synthesis software of PowerView. Proposed decoder and MC68HC05 CPU of MOTOROLA are integrated with about 88000 transistors by using 1.0 Î¼m HCMOS process and named MC68HC05PD6. It is proved that the wrong detection numbers of preamble of noises are significantly reduced in the pager system that uses our chip through the real field test. The system receiving performance is improved by 20% of average, compared with other existing systems",1995,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=486210,no,undetermined,0
Testability analysis of co-designed systems,"This paper focus on the testability analysis of co-designed data-flow specifications. The co-designed specification level implies a high level testability analysis, independent of the implementation choices. With respect to testability, the difficulties of generating test sets, detecting and diagnosing faults are discussed and estimates are proposed. A hardware modelling, based on information transfers and called the Information Transfer Graph, is adapted to the specifications. A real case study supplied by Aerospatiale illustrates all the evaluations",1995,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=485338,no,undetermined,0
Distributed off-line testing of parallel systems,This paper deals with off-line testing of parallel systems. The applicability of distributed self-diagnosis algorithms is investigated. Both static and adaptive testing assignment strategies are studied and evaluated using a queueing network model of the system under test. Key results include testing latency and message load of each algorithm,1995,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=485308,no,undetermined,0
Electrical two and three dimensional modelling of high-speed board to board interconnections,"In today's high speed electronic systems, board-to-board connectors can contribute to signal degradation, reflections, and crosstalk. Methods exist for using computer modeling to predict the electrical behavior of interconnections from a knowledge of their materials and construction. A typical modeling process utilizes a combination of 2 or 3 dimensional electromagnetic field solvers to derive an approximate circuit model of the connector. Predictions of connector electrical performance are then obtained by plugging this connector model into a model test circuit and simulating the combination with circuit simulation software such as SPICE. As an example a six-row 2 mm-grid backplane connector is discussed in this paper",1995,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=485259,no,undetermined,0
Networked analysis systems,"Summary form only given. In-line and off-line metrology measurement and interpretation are a critical, but time consuming part of yield learning. Yield learning occurs during pilot line development and early volume manufacture. Networking analysis systems and whole wafer analysis tools can greatly reduce the cycle time associated with metrology during yield learning. Although in-line metrology tools have whole wafer capability, other tools such as scanning electron microscopes (equipped with energy dispersive spectroscopy: SEM/EDS) for defect review are recent developments. These SEM/EDS defect review tools (DRT) have coordinate locating stages and software capable of reading wafer defect maps from optical defect detection systems. In this paper, we discuss networked analysis systems and whole wafer tools for in/off-line analysis. The issues associated with data interpretation and management become greater with each new technology generation. We also discuss new network capabilities such as presorting electrical defects into similar types before physical characterization using ""model yield learning"".",1995,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=484341,no,undetermined,0
Application of virtual reality devices to the quantitative assessment of manual assembly forces in a factory environment,"The paper describes a system which has been developed to meet an industrial requirement for performing in-situ quantitative measurements of manual forces and postures applied by human assembly line operators. Virtual reality devices are shown to offer a valuable means of meeting the necessary sensory requirements. A set of force transducers incorporated into a pair of Datacq gloves together with a force triggered image capturing facility all controlled by a PC compatible, comprise the main hardware elements of the basic system. Comprehensive software provides online and playback facilities, allowing nonmedical staff to assess the assembly process, including maximum forces applied and a measure of the effort or work done per assembly cycle. Invaluable physiological information is made available for post processing and further medical analysis as well as for database archiving purposes. The instrument is seen to have generic application for ergonomic design of manufacturing processes involving humans, in the quest to avoid repetitive health problems such as strain injury in the upper body. The system can also serve as a tool to monitor the design of new product types as well as setting ergonomically relevant quality targets for subcontractor supplied components",1995,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=483940,no,undetermined,0
Assessing the capabilities of military software maintenance organizations,"The objectives of the assessment of military avionics software maintenance organizations (SMOs) are to determine the current and future software maintenance capabilities at a specific organization, evaluate the software products and processes, review the organizational infrastructure, identify areas of technical, programmatic and cost risk, estimate the costs associated with maintenance, and identify actions which could reasonably be taken to improve business efficiency and software quality. This paper focuses primarily on our process for assessing SMOs and then highlights our findings by identifying a number of issues that are pervasive across military software maintenance organizations. These assessments provide us with practical insight into the world of software maintenance and allow us to provide direction so that SMOs can plan and be prepared for more legacy avionics software in the future",1995,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=482914,no,undetermined,0
Built-in-test adequacy-evaluation methodology for an air-vehicle system,"Rapid improvement in built-in-test (BIT) system capability is probably one of the most important activities in an air-vehicle system development test and evaluation program. An effective BIT adequacy evaluation methodology can accomplish this. The methodology must provide the development tester BIT parameters that serve as indicators of air-vehicle BIT system performance. Deficiencies that are pinpointed can then be corrected to improve the overall BIT system's performance. A BIT adequacy evaluation methodology developed and implemented during a recently conducted Air Force development and test program did just that. It provided real-time technical information at a particular period that indicated the status of the BIT system in relation to specified requirements. It also served as a springboard to evaluate the BIT system, and to document the results, which provided the manufacturer with valuable data on the BIT system's performance. Finally, it gave the manufacturer the opportunity to implement corrective actions within the allocated schedule, and develop the air-vehicle BIT system concurrently",1995,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=513260,no,undetermined,0
GPS ground antenna and monitor station upgrades: software requirements analysis,"This paper discusses the software aspects of the Global Positioning System (GPS) remote site modernization study, specifically, the software requirements analysis. At the beginning of the software requirements analysis phase, a qualitative trade-off study was performed to determine if a structured analysis or an object-oriented analysis (OOA) approach would be followed. The latter was chosen because it offers a number of advantages over the life-cycle of a software development project. This paper outlines these advantages. In conjunction with this methodology study, a study of Computer-aided Software Engineering (CASE) tools was performed to ascertain if available software requirements analysis and design tools would aid the software development process, in general, and requirements analysis, in particular. The results of this study are also summarized in this paper. The paper also discusses the experiences of Draper Laboratory software engineers in using OOA to perform software requirements analysis for a large software project (over 100,000 lines of Ada source code estimated), and how this approach was followed while specifying requirements using the Software Requirements Specification Data Item Description (DID) that accompanies DOD-STD-2167A",1995,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=482832,no,undetermined,0
Traffic Alert and Collision Avoidance System (TCAS) transition program (TTP): a status update,"In response to United States (U.S.) law mandating installation, by December 31, 1993, of TCAS IT on all air carrier aircraft with more than thirty passenger seats operating in U.S. Airspace, the first in-service flight of a certified TCAS II production unit occurred in June 1990. Currently, worldwide installations of TCAS IT in air carrier and business aircraft are estimated at over 7,000 units. Total accumulated flight operations exceed 50 million hours, with over 1.5 million additional hours accumulated each month. This paper provides a status update on the TCAS Transition Program (TTP) which was established to monitor the operational performance and assist with the introduction of TCAS II avionics into the National Airspace System (NAS). The update is provided by means of a qualitative performance comparison between the software logic initially fielded (Version 6.02) and the latest version (Version 6.04A) developed to address various flight performance dynamics and interface issues between TCAS and the air traffic control (ATC) system. This latest software logic has been in operation in all TCAS II-equipped aircraft since January 1, 1995",1995,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=482819,no,undetermined,0
Military requirements constrain COTS utilization,"In the past, our military systems have required technology not readily available in the industrial and commercial areas. This is no longer the case. Commercial products and practices offer the potential of reduced costs, lower risk and faster technology infusion. In order to achieve the potential benefits, our current methods of acquisition need change but it is important to review the background behind the institution of military standards and to assess their continued validity and to understand why. Also, before we rush to the conclusion that military specifications and standards are preferred for avionics over commercial products and practices, it is useful to review the specific requirements. In the past, in the absence of military specifications and standards, situations arose where items were developed using existing industrial and commercial products, processes and practices that at times led to catastrophic results or were inadequate to meet the threat. It is comforting that those who demand change show wisdom by asking that change be conducted with care and the impact understood. However, some use hyperbole in condemning the reliance on military specifications and standards and insist that their elimination is a good thing. In the domain of high performance aircraft avionics the potential for change is likely to be limited without an in-depth comprehension of the military environment, requirements and the capability of commercial products to satisfy them",1995,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=482815,no,undetermined,0
Computer aided partial discharge testing of electrical motors and capacitors,"The present methods for testing of low voltage equipment, in particular electrical motors and capacitors are discussed. It is demonstrated that those tests realising high voltage overstress of the object tested cannot guarantee reliable performance of solid insulation throughout the equipment life. Partial discharge (PD) measurement as an alternative is a true nondestructive test method providing detailed information about the duality of manufacturing of the equipment tested and the selection of suitable insulation materials. As mentioned, above two different types of test objects have been investigated. The measurements have been performed by means of a computerised partial discharge measuring system with particular software features which simplify its application. Based on experimental results it is demonstrated that PD tests are of great importance for quality assurance of electrical motors and capacitors. Moreover it seems to be possible to predict the quality of the final product by precise PD investigations and measurements of the materials and components used",1995,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=482503,no,undetermined,0
In-service signal quality estimation for TDMA cellular systems,"In-service interference plus noise power (I+N) and signal-to-interference plus noise power SI(I+N) estimation methods are examined for TDMA cellular systems. A simple (I+N) estimator is developed whose accuracy depends on the channel and symbol estimate error statistics. Improved (I+N) and S/(I+N) estimators are developed whose accuracy depends only on the symbol error statistics. The proposed estimators are evaluated through software simulation with an IS-54 frame structure. For high speed mobiles, it is demonstrated that S/(I+N) can be estimated to within 2 dB in less than a second",1995,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=480986,no,undetermined,0
Implementation and demonstration of a multiple model adaptive estimation failure detection system for the F-16,"A multiple model adaptive estimation (MMAE) algorithm is implemented with the fully nonlinear six-degree-of-motion simulation rapid-prototyping facility (SRF) VISTA F-16 software simulation tool. The algorithm is composed of a bank of Kalman filters modeled to match particular hypotheses of the real world. Each presumes a single failure in one of the flight-critical actuators, or sensors, and one presumes no failure. For dual failures, a hierarchical structure is used to keep the number of on-line filters to a minimum. The algorithm is demonstrated to be capable of identifying flight-critical aircraft actuator and sensor failures at a low dynamic pressure (20,000 ft, 4 Mach). Research includes single and dual complete failures. Tuning methods for accommodating model mismatch, including addition of discrete dynamics pseudonoise and measurement pseudonoise, are discussed and demonstrated. Scalar residuals within each filter are also examined and characterized for possible use as an additional failure declaration voter. An investigation of algorithm performance off the nominal design conditions is accomplished as a first step towards full flight envelope coverage",1995,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=480616,no,undetermined,0
A real time software-only H.261 codec,"Video and audio conferencing over networks is becoming increasingly popular due to the availability of video and audio I/O as standard equipment on many computer systems. So far, many algorithms have concentrated on playback only capability. This generally results in unacceptable real-time performance with respect to latency and encoder complexity. We describe a software-only system that allows full duplex video communication. For our analysis and implementation we chose a DCT based method that uses motion estimation and is modelled on the CCITT H.261 standard. We discuss the algorithm, followed by an analysis of the computational requirements for each major block. The results presented show the effect of computational simplifications on signal to noise ratio and image quality. We also examine the processing needs for full resolution coding and project when this will become available",1995,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=480123,no,undetermined,0
Using speculative execution for fault tolerance in a real-time system,"Achieving fault-tolerance using a primary-backup approach involves overhead of recovery such as activating the backup and propagating execution states, which may affect the timeliness properties of real-time systems. We propose a semi-passive architecture for fault-tolerance and show that speculative execution can enhance overall performance and hence shorten the recovery time in the presence of failure. The compiler is used to detect speculative execution, to insert check-points and to construct the updated messages. Simulation results are reported to show the contribution of speculative execution under the proposed architecture",1995,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=479357,no,undetermined,0
An integrated approach for criticality prediction,"The paper provides insight in techniques for criticality prediction as they are applied within the development of Alcatel 1000 S12 switching software. The primary goal is to identify critical components and to make failure predictions as early as possible during the life cycle and hence reduce managerial risk combined with too early or too late release. The approach is integrated in the development process and starts with complexity based criticality prediction of modules. Modules identified as overly complex are given additional tests or review efforts. Release time prediction and field performance prediction are both based on tailored ENHPP reliability models. For the complete approach of criticality prediction, recent data from the development of a switching system with around 2 MLOC is provided. The switching system is currently in operational use, thus allowing for validation and tuning of the prediction models",1995,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=497639,no,undetermined,0
Detection of fault-prone program modules in a very large telecommunications system,"Telecommunications software is known for its high reliability. Society has become so accustomed to reliable telecommunications, that failures can cause major disruptions. This is an experience report on application of discriminant analysis based on 20 static software product metrics, to identify fault prone modules in a large telecommunications system, so that reliability may be improved. We analyzed a sample of 2000 modules representing about 1.3 million lines of code, drawn from a much larger system. Sample modules were randomly divided into a fit data set and a test data set. We simulated utilization of the fitted model with the test data set. We found that identifying new modules and changed modules mere significant components of the discriminant model, and improved its performance. The results demonstrate that data on module reuse is a valuable input to quality models and that discriminant analysis can be a useful tool in early identification of fault prone software modules in large telecommunications systems. Model results could be used to identify those modules that would probably benefit from extra attention, and thus, reduce the risk of unexpected problems with those modules",1995,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=497640,no,undetermined,0
Analysis of review's effectiveness based on software metrics,"The paper statistically analyzes the relationship between review and software quality and the relationship between review and productivity, utilizing software metrics on 36 actual projects executed in the OMRON Corporation from 1992 to 1994. Firstly, by examining the relationship between review effort and field quality (the number of faults after delivery) of each project, and the relationship between the number of faults detected in review and field quality of each project, we reasoned that: (1) greater review effort helps to increase field quality (decrease the number of faults after delivery); (2) source code review is more effective in order to increase field quality than design review; (3) if more than 10% of total design and programming effort is spent on review, one can achieve a quite stable field quality. We noticed that no relevant effects were recognized in productivity (LOC/staff month) with respect to a review rate of up to 20%. As a result of the analysis above, we recommended that 15% of review effort is a suitable percentage to use as a guideline for our software project management",1995,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=497641,no,undetermined,0
Hyper-geometric distribution software reliability growth model with imperfect debugging,"Debugging actions during the test/debug phase of software development are not always performed perfectly. That is, not all the software faults detected are perfectly removed without introducing new faults. This phenomenon is called imperfect debugging. The hyper-geometric distribution software reliability growth model (HGDM) was developed for estimating the number of software faults initially in a program. We propose an extended model based on the HGDM incorporating the notion of imperfect debugging",1995,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=497658,no,undetermined,0
Software-quality improvement using reliability-growth models,"In the traditional software development model, the system test phase is the last stage where the reliability, capability, performance and other important dimensions of the quality of a system can be evaluated. During this stage, a point is eventually reached where a decision must be made to either continue or stop testing. This is a crucial task that requires an objective assessment of the benefits and costs associated with each alternative. This paper outlines a methodology that improves the effectiveness of management decisions by providing estimates of the total number of errors to be found through testing, the number of remaining errors, the additional testing time needed to achieve reliability goals and the impact of these parameters on product quality, project cost and project duration",1995,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=513244,no,undetermined,0
Parallel test generation with low communication overhead,"In this paper we present a method of parallelizing test generation for combinational logic using boolean satisfiability. We propose a dynamic search-space allocation strategy to split work between the available processors. This strategy is easy to implement with a greedy heuristic and is economical in its demand for inter-processor communication. We derive an analytical model to predict the performance of the parallel versus sequential implementations. The effectiveness of our method and analysis is demonstrated by an implementation on a Sequent (shared memory) multiprocessor. The experimental data shows significant performance improvement in parallel implementation, validates our analytical model, and allows predictions of performance for a range of time-out limits and degrees of parallelism",1995,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=512088,no,undetermined,0
A pricing policy for scalable VOD applications,"Many video applications are scalable due to human tolerance to the degradation in picture quality, frame loss and end-to-end delay. Scalability allows the network to utilize its resources efficiently for supporting additional connections, thereby increasing revenue and number of supported customers. This can be accomplished by a dynamic admission control scheme which scales down existing connections to support new requests. However, users will not be willing to tolerate quality degradation unless it is coupled with monetary or availability incentives. We propose a pricing policy and a corresponding admission control scheme for scalable VOD applications. The pricing policy is two-tiered, based on a connection setup component and a scalable component. Connections which are more scalable are charged less but are more liable to be degraded. The proposed policy trades off performance degradation with monetary incentives to improve user benefit and network revenue, and to decrease the blocking probability of connection requests. We demonstrate by means of simulation that this policy encourages users to specify the scalability of an application to the network",1995,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=509563,no,undetermined,0
