Document Title,Year,Abstract,PDF Link,label
Nonparametric multivariate anomaly analysis in support of HPC resilience,2009,"Large-scale computing systems provide great potential for scientific exploration. However, the complexity that accompanies these enormous machines raises challenges for both, users and operators. The effective use of such systems is often hampered by failures encountered when running applications on systems containing tens-of-thousands of nodes and hundreds-of-thousands of compute cores capable of yielding petaflops of performance. In systems of this size failure detection is complicated and root-cause diagnosis difficult. This paper describes our recent work in the identification of anomalies in monitoring data and system logs to provide further insights into machine status, runtime behavior, failure modes and failure root causes. It discusses the details of an initial prototype that gathers the data and uses statistical techniques for analysis.",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5407992,no
Study on performance testing of index server developed as ISAPI Extension,2009,"A major concern of most businesses is their ability to meet customers' performance requirements. Correspondingly, in order to ensure the information system to provide service with high quality, it's necessary to test the performance before information system issued. This paper proposes an approach to performance testing of Index Server, which is developed as ISAPI Extension. This paper mainly focuses on a case study that demonstrates the approach to a security updating index server. With avalanche and testing in the test lab, we assessed the performance of the system under both current workloads and those likely to be encountered in the future. In addition, this leds to find out the bottleneck of its performance.",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5408130,no
Electrical equipment fault diagnosis system based on the decomposition products of SF6,2009,"This paper presents electrical equipment fault diagnosis system based on the decomposition products of SF6, and makes an introduction of a method that electrical equipment fault diagnosis system of hardware and software implementation. The hardware uses ATmega128 series single-chip platform, and the software uses advanced wavelet neural network fault diagnosis method. To prove the superiority of this algorithm, we make the simulation and comparison with others. A good synergy of hardware and software is used in SF<sub>6</sub> electrical equipment fault diagnosis, and analysis of SF<sub>6</sub> gas content of decomposition products to judge if the electrical equipment fault happens and to make a fault prediction. In this paper we will introduce the hardware design method and the detailed design of the software just because of strong electromagnetic interference environment and it is very important to the system design, finally by giving the experimental data to prove system reliability and practicality.",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5410561,no
A HW/SW mixed mechanism to improve the dependability of a stack processor,2009,"In this paper we are presenting a journaling mechanism to improve dependability of a stack processor. This approach is based on a HW/SW mixed mechanism, using hardware error detection and software error correction. The SW correction is based on a rollback mechanism and relies on a journal. The journal is located between processor and the main memory in a way that all the data written into the main memory must pass through it. In case of error detection the rollback mechanism is executed in the journal. Therefore processor re-execute from the last sure states. In this way only validated data is written in the main memory. In order to evaluate the performance of our proposed architecture, the clocks per instruction are measured for different benchmarks in presence of high error rate.",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5410845,no
Multilayer Architecture Based on HMM and SVM for Fault Classification,2009,"In order to solve the problems of current machine learning in fault diagnosing system of the chemical plants, a better and effective multilayer architecture model is used in this paper. Hidden Markov model (HMM) is good at dealing with dynamic continuous data and support vector machine (SVM) shows superior performance for classification, especially for limited samples. Combining their respective virtues, we propose a new multilayer architecture model to improve classification accuracy for a fault diagnosis example. The simulation result shows that this two level architecture framework combining HMM and SVM is better than the single HMM method in high classification accuracy with small training samples.",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5412442,no
Application of pre-function information in software testing based on defect patterns,2009,"In order to improve precision of software static testing based on defect patterns, inter-function information was extended and applied in software static testing. Pre-function information includes two parts, the effect of context to invoked function and the constraint of invoked function to context, which can be used to detect the common defects, such as null pointer defect, un-initial defect, dangling pointer defect, illegal operation defect, out of bounds defect and so on. Experiments show that, pre-function information can reduce false negative in software static testing effectively.",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5412894,no
Computer simulation of the grey system prediction method and its application in water quality prediction,2009,"The water quality prediction is an important basis to implement water pollution control programs. In this paper, the gray system method is used to build a mathematical model of water quality prediction for the Yangtze River and using computer to simulate it to complete the implementation of the method for solving the model. Finally we find the method to solve problem of predicting the water quality of Yangtze River. The key problems are focused on the following two issues. (1) If we do not take more effective control measures, we make prediction analysis of the future development trendbased on past data. (2). According to the prediction analysis, we use computer to simulate that how much sewage we need to address each year.",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5412927,no
Analog circuit fault diagnosis based on artificial neural network and embedded system,2009,Analog circuit fault diagnosis system based on S3C2410 embedded board is achieved in this paper. The hardware and software design are presented. Momentum addition BP neural network algorithm with embedded system is applied to that system. Real-time data collection and on-line detection of analog circuit fault condition are designed as the basic functions in the embedded system. Diagnosis system of intelligence and minimization is realized actually.,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5412941,no
Hierarchical parametric test metrics estimation: A ΣΔ converter BIST case study,2009,"In this paper we propose a method for evaluating test measurements for complex circuits that are difficult to simulate. The evaluation aims at estimating test metrics, such as parametric test escape and yield loss, with parts per million (ppm) accuracy. To achieve this, the method combines behavioral modeling, density estimation, and regression. The method is demonstrated for a previously proposed Built-In Self-Test (BIST) technique for ΣΔ Analog-to-Digital Converters (ADC) explaining in detail the derivation of a behavioral model that captures the main nonidealities in the circuit. The estimated test metrics are further analyzed in order to uncover trends in a large device sample that explain the source of erroneous test decisions.",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5413173,no
A no-reference perceptual blur metric using histogram of gradient profile sharpness,2009,"No-reference measurement of blurring artifacts in images is a challenging problem in image quality assessment field. One of the difficulties is that the inherently blurry regions in some natural images may disturb the evaluation of blurring artifacts. In this paper, we study the image gradients along local image structures and propose a new perceptual blur metric to deal with the above problem. The gradient profile sharpness of image edge is efficiently calculated along horizontal or vertical direction. Then the sharpness distribution histogram rectified by just noticeable distortion (JND) threshold is used to evaluate the blurring artifacts and assess the image quality. Experimental results show that the proposed method can achieve good image quality prediction performance.",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5413545,no
Resource prediction and quality control for parallel execution of heterogeneous medical imaging tasks,2009,"We have established a novel control system for combining the parallel execution of deterministic and non-deterministic medical imaging applications on a single platform, sharing the same constrained resources. The control system aims at avoiding resource overload and ensuring throughput and latency of critical applications, by means of accurate resource-usage prediction. Our approach is based on modeling the required computation tasks, by employing a combination of weighted moving-average filtering and scenario-based Markov chains to predict the execution. Experimental validation on medical image processing shows an accuracy of 97%. As a result, the latency variation within non-deterministic analysis applications is reduced by 70% by adaptively splitting/merging of tasks. Furthermore, the parallel execution of a deterministic live-viewing application features constant throughput and latency by dynamically switching between quality modes. Interestingly, our solution can successfully be reused for alternative applications with several parallel streams, like in surveillance.",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5414222,no
Logo insertion transcoding for H.264/AVC compressed video,2009,"H.264/AVC quickly gains ground in many aspects of video applications, due to its superior coding performance. Inserting a company logo into H.264/AVC compressed video streams has been a highly desirable application in the TV telecasting industry. In this paper, we propose a novel and efficient logo-insertion scheme for H.264/AVC compressed videos. Our proposed scheme overcomes the numerous coding dependencies, and minimizes the changes to the original compressed videos. Experimental results show that our proposed transcoding scheme achieves extraordinary video quality and significantly reduces the bit rate and computational cost. Compared with the cascaded transcoding scheme, our proposed logo-insertion method achieves an average of 1.16 dB PSNR increase, or a 68.6% bit-rate reduction. Our scheme also dramatically reduces the total transcoding time and the motion-estimation time by at least 67.2% and 97.4%, respectively.",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5414225,no
Development of an Electrical Power Quality Monitor based on a PC,2009,"This paper describes an electric power quality monitor developed at the University of Minho. The hardware of the monitor is constituted by four current sensors based on Rogowski effect, four voltage sensors based on Hall effect, a signal conditioning board and a computer. The software of the monitor consists of several applications, and it is based on LabVIEW. The developed applications allow the equipment to function as a digital scope, analyze harmonic content, detect and record disturbances in the voltage (wave shapes, sags, swells, and interruptions), measure energy, power, unbalances, power factor, register and visualize strip charts, register a great number of data in the hard drive and generate reports. This article also depicts an electrical power quality monitor integrated into active power filters developed at the University of Minho.",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5415142,no
Tutorial proposal efficient solving of optimization problems using advanced boolean satisfiability and Integer Linear Programming techniques,2009,"Recent years have seen a tremendous growth in the number of research and development groups at universities, research labs, and companies that have started using Boolean Satisfiability (SAT) algorithms for solving different decision and optimization problems in Computer Science and Engineering. This has lead to the development of highly-efficient SAT solvers that have been successfully applied to solve a wide-range of problems in Electronic Design Automation (EDA), Artificial Intelligence (AI), Networking, Fault Tolerance, Security, and Scheduling. Examples of such problems include automatic test pattern generation for stuck-at faults (ATPG), formal verification of hardware and software, circuit delay computation, FPGA routing, power leakage minimization, power estimation, circuit placement, graph coloring, wireless communications, wavelength assignment, university classroom scheduling, and failure diagnosis in wireless sensor networks. SAT solvers have recently been extended to handle Pseudo-Boolean (PB) constraints which are linear inequalities with integer coefficients. This feature allowed SAT solvers to handle optimization problems, as opposed to only decision problems, and to be applied to a variety of new applications. Recent work has also showed that free open source SAT-based PB solvers can compete with the best generic Integer Linear Programming (ILP) commercial solvers such as CPLEX. This tutorial is aimed at introducing the latest advances in S AT technology. Specifically, we describe the simple new input format of SAT solvers and the common SAT algorithms used to solve decision/optimization problems. In addition, we highlight the use of SAT algorithms in solving a variety of EDA decision and optimization problems and compare its performance to generic ILP solvers. This should guide researchers in solving their existing optimization problems using the new SAT technology. Finally, we provide a prospective on future work on SAT.",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5418586,no
Chaos Immune Particle Swarm Optimization Algorithm with Hybrid Discrete Variables and its Application to Mechanical Optimization,2009,"During the iterative process of standard particle swarm optimization (PSO), the premature convergence of particles decreases the algorithm's searching ability. Through analyzing the reason of particle premature convergence during the renewal process, by introducing the selection strategy based on antibody density and initiation based on equal probability chaos, chaos immune particle swarm optimization (CIPSO) algorithm with hybrid discrete variables model was proposed, and its program CIPSO1.0 with Matlab software was developed. Initiation based on chaos makes initial particles possess good performance and the selection strategy based on antibody density makes the particles of immune particle swarm optimization (CIPSO) maintain the diversity during the iterative process, thus overcomes the defect of premature convergence. Example for mechanical optimization indicates that compared with the exiting algorithms, CIPSO gets better result, thus certify the improvement of the algorithm's searching ability by immunity mechanism and chaos initiation particle swarm.",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5419466,no
"A multi-tenant oriented performance monitoring, detecting and scheduling architecture based on SLA",2009,"Software as a Service (SaaS) is thriving as a new mode of service delivery and operation with the development of network technology and the maturity of application software. SaaS application providers offer services for multiple tenants through the Â¿single-instance multi-tenancyÂ¿ model, which can effectively reduce service costs due to scale effect. Meanwhile, the providers allocate resources according to the SLA signed with tenants to meet the different needs of service quality. However, the service quality of some tenants will be affected by some abnormal consumption of system resources since both hardware and software resources are shared by tenants. In order to deal with this issue, we proposed a multi-tenant oriented monitoring, detecting and scheduling architecture based on SLA for performance isolation. It would monitor service quality of per tenant, discover abnormal status and dynamically adjust the use of resources based on quantization of SLA parameters to ensure the full realization of SLA tasks.",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5420114,no
An Airborne imaging Multispectral Polarimeter (AROSS-MSP),2009,"Transport of sediment and organisms in rivers, estuaries and the near-shore ocean is dependent on the dynamics of waves, tides, turbulence, and the currents associated with these interacting bodies of water. We present measurements of waves, currents and turbulence from color and polarization remote sensing in these regions using our Airborne Remote Optical Spotlight System-Multispectral Polarimeter (AROSS-MSP). AROSS-MSP is a 12-channel sensor system that measures 4 color bands (RGB-NTR) and 3 polarization states for the full linear polarization response of the imaged scene. Color and polarimetry, from airborne remotely-sensed time-series imagery, provide unique information for retrieving dynamic environmental parameters relating to sediment transport processes over a larger area than is possible with typical in situ measurements. Typical image footprints provide area coverage on the water surface on the order of 2 square kilometers with 2 m ground sample distance. A significant first step, in advanced sensing systems supporting a wide range of missions for organic UAVs, has been made by the successful development of the Airborne Remote Optical Spotlight System (AROSS) family of sensors. These sensors, in combination with advanced algorithms developed in the Littoral Remote Sensing (LRS) and Tactical Littoral Sensing (TLS) Programs, have exhibited a wide range of important environmental assessment products. An important and unique aspect of this combination of hardware and software has been the collection and processing of time-series imaging data from militarily-relevant standoff ranges that enable characterization of riverine, estuarine and nearshore ocean areas. However, an optimal EO sensor would further split the visible and near-infrared light into its polarimetric components, while simultaneously retaining the spectral components. AROSS-MSP represents the third generation of sophistication in the AROSS series, after AROSS-MultiChannel (AROSS-MC) which was d- veloped to collect and combine time-series image data from a 4-camera sensor package. AROSS-MSP extends the use of color or polarization filters on four panchromatic cameras that was provided by AROSS-MC to 12 simultaneous color and polarization data channels. This particular field of optical remote sensing is developing rapidly, and data of this much more general form is expected to enable the development of a number of additional important environmental data products. Important examples that are presently being researched are: minimizing surface reflections to image the sub-surface water column at greater depth, detecting objects in higher environmental clutter, improving ability to image through marine haze and maximizing wave contrast to improve oce?anographie parameter retrievals such as wave spectra and water depth and currents. These important capabilities can be supported using AROSS-MSP. The AROSS-MSP design approach utilizes a yoke-style positioner, digital framing cameras, and integrated Global Positioning System/Inertial Measurement Unit (GPS/IMU), with a computer-based data acquisition and control system. Attitude and position information are provided by the GPS/IMU, which is mounted on the sensor payload rather than on the airframe. The control system uses this information to calculate the camera pointing direction and maintain the intended geodetic location of the aim point in close proximity to the center of the image while maintaining a standoff range suitable for military applications. To produce high quality images for use in quantitative analysis, robust individual camera and inter-camera calibrations are necessary. AROSS-MSP is optimally focused and imagery is corrected for lens vignetting, non-uniform pixel response, relative radiometry and geometric distortion. The cameras are aligned with each other to sub-pixel accuracy for production of multichannel imagery products and with the IMU for mapping to a geodetic surface. The mapped, corrected",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5422152,no
Real-time and long-term monitoring of phosphate using the in-situ CYCLE sensor,2009,"Dissolved nutrient dynamics broadly affect issues related to public health, ecosystem status and resource sustainability. Modeling ecosystem dynamics and predicting changes in normal variability due to potentially adverse impacts requires sustained and accurate information on nutrient availability. On site sampling is often resource limited which results in sparse data sets with low temporal and spatial density. For nutrient dynamics, sparse data sets will bias analyses because critical time scales for the relevant biogeochemical processes are often far shorter and spatially limited than sampling regimes. While data on an areal basis will always be constrained economically, an in-situ instrument that provides coherent data at a sub-tidal temporal scale can provide a significant improvement in the understanding of nutrient dynamics and biogeochemical cycles. WET Labs has developed an autonomous in-situ phosphate analyzer which is able to monitor variability in the dissolved reactive phosphate concentration (orthophosphate) for months with a sub-tidal sampling regime. The CYCLE phosphate sensor is designed to meet the nutrient monitoring needs of the community using a standard wet chemical method (heteropoly blue) and minimal user expertise. The heteropoly blue method for the determination of soluble reactive phosphate in natural waters is based on the reaction of phosphate ions with an acidified molybdate reagent to yield molybdophosphoric acid, which is then reduced with ascorbic acid to a highly colored blue phosphomolybdate complex. This method is selective, insensitive to most environmental changes (e.g., pH, salinity, temperature), and can provide detection limits in the nM range. The CYCLE sensor uses four micropumps that deliver the two reagents (ascorbic acid and acidified molybdate), ambient water, and a phosphate standard. The flow system incorporates an integrated pump manifold and fluidics housing that includes controller and mixing assemblies virtually i- nsensitive to bubble interference. A 5-cm pathlength reflective tube absorption meter measures the absorption at 880 nm associated with reactive phosphate concentration. Reagents and an on-board phosphate standard for quality assurance are delivered using a novel and simple-to-use cartridge system that eliminates the user's interaction with the reagents. The reagent cartridges are sufficient for more than 1000 samples. The precision of the CYCLE sensor is ~50 nM phosphate, with a dynamic range from ~0 to 10 ?M. The CYCLE sensor operates using 12 VDC input, and has a low current draw (milliamps). CYCLE also has 1 GB on-board data storage capacity, and communicates using a serial interface. The host software for the CYCLE sensor includes a variety of features, including deployment planning and sensor configuration, data processing, plotting of raw and processed data, tracking of reagent usage and a pre and post deployment calibration utility. The instrument has been deployed in a variety of sampling situations: freshwater, estuarine, and ocean. Deployments are typically for over 1000 samples worth of continuous run time without maintenance (4-12 wks). Using the CYCLE phosphate sensor, a sufficient sampling rate (~20-30 minutes per sample) is realized to monitor in-situ nutrient variability over a broad range of time scales including tidal cycles, runoff events, and phytoplankton bloom dynamics. We present a time series of phosphate data collected in Yaquina Bay, Oregon. Combining this data with complimentary measurements, the CYCLE phosphate provides a missing link in understanding nutrient dynamics in Yaquina Bay. We demonstrate that by correlating phosphate variability with nitrate, chlorophyll, dissolved oxygen, turbidity, CDOM, conductivity, and temperature, a greater understanding of the factors influencing nutrient flux in the bay is possible. What nutrients limit production and whether anthropogenic or oceanic sources of nutrients dominate bloom dynamics can",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5422184,no
Implementations of the Navy Coupled Ocean Data Assimilation system at the Naval Oceanographic Office,2009,"The Naval Oceanographic Office uses the Navy Coupled Ocean Data Assimilation (NCODA) system to perform data assimilation for ocean modeling. Currently the system uses a 3D multivariate optimum interpolation (3D MVOI) algorithm to produce outputs of temperature, salinity, geopotential, and u/v velocity. NCODA is run in a standalone mode to support automated ocean data quality control (NCODA OcnQC) and to test software updates. NCODA is also coupled with the Regional/Global Navy Coastal Ocean Model (RNCOM/GNCOM). The RNCOM/NCODA system is being used as part of an Adaptive Sampling and Prediction (ASAP) pre-operational project, that makes use of the Ensemble Transform (ET) and Ensemble Transform Kalman Filter (ET KF) applied to ensemble runs of the RNCOM. The ET KF is used to predict the posterior error covariances resulting from possible profile measurements. These results aid in predicting the impact of ocean observations on the future analysis, and thus allow the direction of limited assets to areas that will have the maximum gain (for applications such as ocean acoustics). A review of these systems will be given as well as examples of the metrics used for the RNCOM/NCODA system, ensemble modeling, and ASAP.",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5422232,no
Instrumentation for continuous monitoring in marine environments,2009,"Continuous monitoring data are a useful source of information for the understanding of seasonal chemical and biological changes in marine environments. They are useful to estimate nutrient dynamics, primary and secondary production as well as to assess C, N, P fluxes associated with biogeochemical cycling. More and better water quality data is needed to calculate Maximum Permissible Loading of coastal waters and we need better data to assess trends, to determine current status and impairments, and to test water quality models. For a long time these requirements were not met satisfactorily due to the absence of suitable instrumentation in the market. SYSTEA has tried to bridge this gap since ten years with the development of several field analyzers (NPA, NPA Plus and Pro, DPA series and latest is the WIZ-probe) and by participating in several R&D European projects (EXOCET/D, WARMER) we have proven our ability to build reliable and efficient in-situ probes which are now commercially available. The choice to work in collaboration with scientific institutions specialized in marine ecosystem study has been made very early by SYSTEA and is actually the only company able to offer a complete range of in-situ probes for continuous nutrient analysis, using its exclusive ?-LFA technology fully developed by SYSTEA, in collaboration with Sysmedia S.r.l with remote management capabilities. These innovative technical solutions allow deploying their DPA probe down to - 1500 m depth, maintaining a high level of accuracy and robustness as proved during the European project EXOCET/D in 2006. The WIZ probe is the latest development of SYSTEA, the state of the art portable ""in-situ"" probe, to measure up to four chemical parameters continuously in surface waters or marine environments. The innovative design allows an easy handling and field deployment by the user. WIZ probe allows, in the standard configuration, the detection of four nutrient parameters (orthophosphate, ammonia, nit- ite and nitrate) in low concentrations while autonomously managing the well tested spectrophotometric wet chemistries, and an advanced fluorimetric method for ammonia measurement. Analytical methods have been developed for several other parameters including silicates, iron and trace metals. Results are directly recorded in concentration units; all measured values are stored with date, time and sample optical density (O.D.). The same data are remotely available through a serial communication port, which allows the complete probe configuration and remote control using the external Windows<sup>?</sup> based Wiz Control Panel software.",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5422370,no
Modeling and analysis of two-component cluster system,2009,"Businesses today are becoming increasingly dependent on information technology (IT) to meet business-critical demands. The more available a computer system is, the more value it can provide to its users. In many cases high availability (HA) requirement becomes as critical as high performance. Cluster computing has been attracting more and more attention from both the industrial and the academic world for its enormous computing power and scalability. High availability features need to be included to ensure that cluster computing environments can provide continuous services. In order to validate and compare the different techniques, it is often necessary to build models of the system. A typical availability modeling method is based on analytical formalisms such as fault tree, Markov chains, Stochastic Petri Net, etc. In this paper we describe (1) a two-component cluster configuration, and (2) an availability model of that system using Markov modeling techniques.",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5423130,no
On the Objective Evaluation of Real-Time Networked Games,2009,"With the recent evolution of network-based multiplayer games and the increasing popularity of online games demanding strict real-time interaction among players - like First Person Shooter (FPS) -, game providers face the problem to correlate network conditions with quality of gaming experience. This paper addresses the problem of the estimation gameplay quality during real-time games; in particular, we focus on FPS ones. Current literature usually considers end-to-end delay as the only important parameter and deducts system performance indexes from graphical ones. Player satisfaction, on the other hand, is usually evaluated in a subjective way: asking the player, or measuring how long he/she stays connected. In this paper we use a testbed with synthetic players (bots) to directly correlate network end-to-end delay and jitter with expected players' satisfaction. Running extensive experiments we argue about effective in-game performances degradation of penalized players. Performances are measured in terms of score and number of actions kills, actually - performed per minute.",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5426032,no
Application of single pole auto reclosing in distributaion networks with high pentration of DGS,2009,"Due to continued penetration of DG into existing distribution network, the tripping of DG during network fault condition may affect the network stability and reliability. Operation of DG should be remain during network temporary fault as far as possible in order to maximise the benefits of interconnection of DG and increase reliability of power supply service to consumers. Conventional three pole auto recloser in distribution network become incompatible with the presence of DG because it interrupts the operation of DG during network temporary single phase to earth fault event and cause unnecessary disconnection of DG. Therefore the application of single pole auto reclosing scheme (SPAR) which is widely used in transmission network should be considered in distribution network with DG. Literature survey shows that no investigation has been carried out for the application of fault identification and phase selection techniques to single pole auto reclosing scheme in distribution networks with high penetration of DG. This paper presents the development of an adaptive fault identification and phase selection scheme to be used in the implementation of SPAR in power distribution network with DG. The proposed method uses only three line current measurements at the relay point. The value of line current during prefault condition and transient period of fault condition is processed using condition rules with IF-THEN in order to determine the faulty phase and to initiate single pole auto reclosure. The analysis of the proposed method is performed using PSCAD/EMTDC power system software. Test results show that the proposed method can correctly detect the faulty phase within one cycle. The validity of the proposed method has been tested for different fault locations and network operating modes.",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5429509,no
How simulation languages should report results: A modest proposal,2009,"The focus of simulation software environments is on developing simulation models; much less consideration is placed on reporting results. However, the quality of the simulation model is irrelevant if the results are not interpreted correctly. The manner in which results are reported, along with a lack of standardized guidelines for reports, could contribute to the misinterpretation of results. We propose a hierarchical report structure where each reporting level provides additional detail about the simulated performance. Our approach utilizes two recent developments in output analysis: a procedure for omitting statistically meaningless digits in point estimates, and a graphical display called a MORE Plot, which conveys operational risk and statistical error in an intuitive manner on a single graph. Our motivation for developing this approach is to prevent or reduce misinterpretation of simulation results and to provide a foundation for standardized guidelines for reporting.",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5429684,no
Using similarity measures for test scenario selection,2009,"Specification based testing involves using specification as the basis for generating test cases. The Unified Modeling Language (UML) consists of diagrams to capture the static and dynamic behaviour of a system. Generating test scenarios using UML activity diagrams produces all possible scenarios which is impossible to test exhaustively. Test scenario selection involves selecting an effective subset of scenarios for testing. This paper presents a new metric based on common subscenario between scenarios, their lengths, and weights based on the position of the common subscenario in the scenario. The aim of this strategy is to select scenarios that are least similar and at the same time provide high coverage. The method is compared with results of random selection to study effectiveness of our technique.",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5429829,no
Optical measurement and management system,2009,"This paper proposes an appreciate approach to alleviate the critical issues of using optical time domain reflectometer (OTDR) for monitoring and troubleshooting a conventional passive optical network (PON) equipped with passive branching device. In this enhancement, OTDR is located at central office (CO) and a tapper circuit is designed to allow the OTDR pulse bypassing the passive branching device in a conventional PON when emitted from CO towards customer sites in downstream direction. This provides a faster, simpler, and less complex way for surveillance applications. A simulation software named Smart Access Network _ Testing, Analyzing and Database (SANTAD) is developed for providing remote controlling, optical monitoring, fault detection, and centralized troubleshooting features to assist networks operators to manage PON more efficiency and deliver high quality of services (QoS) for end-users. SANTAD increases the workforce productivity and facilitates the network management of network through centralized monitoring and troubleshooting from CO.",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5431491,no
Automatically Recommending Triage Decisions for Pragmatic Reuse Tasks,2009,"Planning a complex software modification task imposes a high cognitive burden on developers, who must juggle navigating the software, understanding what they see with respect to their task, and deciding how their task should be performed given what they have discovered. Pragmatic reuse tasks, where source code is reused in a white-box fashion, is an example of a complex and error-prone modification task: the developer must plan out which portions of a system to reuse, extract the code, and integrate it into their own system. In this paper we present a recommendation system that automates some aspects of the planning process undertaken by developers during pragmatic reuse tasks. In a retroactive evaluation, we demonstrate that our technique was able to provide the correct recommendation 64% of the time and was incorrect 25% of the time. Our case study suggests that developer investigative behaviour is positively influenced by the use of the recommendation system.",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5431754,no
Instant-X: Towards a generic API for multimedia middleware,2009,"The globalisation of our society leads to an increasing need for spontaneous communication. However, the development of such applications is a tedious and error-prone process. This results from the fact that in general only basic functionality is available in terms of protocol implementations and encoders/decoders. This leads to inflexible proprietary software systems implementing unavailable functionality on their own. In this work we introduce Instant-X, a novel component-based middleware platform for multimedia applications. Unlike related work, Instant-X provides a generic programming model with an API for essential tasks of multimedia applications with respect to signalling and data transmission. This API abstracts from concrete component implementations and thus allows replacing specific protocol implementations without changing the application code. Furthermore, Instant-X supports dynamic deployment, i.e., unavailable components can be automatically loaded at runtime. To show the feasibility of our approach we evaluated our Instant-X prototype regarding code complexity and performance.",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5439483,no
Comparison of different ANN techniques for automatic defect detection in X-Ray images,2009,"X-ray imaging is extensively used in the NDT. In the conventional method, interpretation of the large number of radiographs for defect detection and evaluation is carried out manually by operator or expert, which makes the system subjective. Also interpretation of large number of images is tedious and may lead to misinterpretation. Automation of Non-Destructive evaluation techniques is gaining greater relevance but automatic analysis of X-Ray images is still a complex problem, as the images are noisy, low contrast with a number of artifacts. ANN's are systems which can be trained to analyze input data based on conditions provided to derive required output. This makes the system automatic reducing the subjective interference in analysis of data. Artificial neural network based systems are thus a feasible solution to this problem of X-Ray NDT. Due to complex nature of input images and noise present, Noise removal becomes a problem in X-Ray images. Preprocessing techniques based on statistical analysis have shown improvement in image noise reduction. Pixels/group of pixels, which deviate from the general structural pattern and grey scale distribution are located. The statistically processed pixel values are used to obtain the features vector from defective as well as from non-defective areas. Software for pre-processing and analyzing NDT images has been developed. Software allows user to train neural networks for defect detection. Once trained satisfactorily, the software scans the new input image and uses the trained ANN for defect detection. The final image with defect regions marked will be displayed. This system can be used to obtain the probable defective areas in a given input image. This paper presents performance of MLP and RBF for detection of defect. The effect of different types of input viz. template and moments on performance of ANN is discussed.",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5441138,no
Directional relaying during power swing and single-pole tripping,2009,"This paper presents a directional relaying scheme during power swing and single-pole tripping condition using fuzzy logic approach. If any balanced or unbalanced fault occurs during power swing condition, conventional directional relaying algorithm finds limitation due to complex nature of signal. Once a fault is identified as being only on a phase, then the single-pole tripping takes place. During this situation the sequence component based directional relay will have a tendency to trip incorrectly due to the unbalanced loading condition. Again if a single-pole tripping situation happens during power swing, the situation becomes more complex. This paper highlights these issues and proposes a fault direction estimation technique using fuzzy logic approach where feature selection using mutual information technique is emphasized. Performance of the technique is evaluated using the test system simulated through PSCAD/EMTP software.",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5442711,no
A biosignal analysis system applied for developing an algorithm predicting critical situations of high risk cardiac patients by hemodynamic monitoring,2009,"A software system for efficient development of high quality biosignal processing algorithms and its application for the Computers in Cardiology Challenge 2009 Predicting Acute Hypotensive Episodes is described. The system is part of a medical research network, and supports import of several standard and non-standard data formats, a modular and therefore extremely flexible signal processing architecture, remote and parallel processing, different data viewers and a framework for annotating signals and for validating and optimizing algorithms. Already in 2001, 2004 and 2006 the system was used for implementing algorithms that successfully took part in the Challenges, respectively. In 2009 we received a perfect score of 10 out of 10 in event 1 and a score of 33 out of 40 in event 2 of the Challenge.",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5445306,no
