Document Title,Abstract,Year,PDF Link,Authors,Source,abs,label
Generalized ?Stigma?: Evidence for Devaluation-by-Inhibition Hypothesis from Implicit Learning,"<p><p>Recently, a new fundamental discovery has been made of the relationship between attentional system and affective system of human brain, giving rise to the devaluation-by-inhibition hypothesis. It is shown that selective attention has an affective impact on an otherwise emotionally bland stimulus. Particularly, if a neutral stimulus was inhibited by selective attention in a prior task, it would be valued less in a subsequent affective evaluation task than it would otherwise have been. In the present study, we extend this line of research on the affective consequence of attention and demonstrate that prior attentional states (attended or inhibited) associated with a group of neutral stimuli (character strings) can even influence subsequent preference judgment about previously-unseen stimuli if these new stimuli share certain basic features (e.g., follow the same rule) with those encountered in a previous stage.</p></p>",2007,http://dl.acm.org/citation.cfm?id=1422238&CFID=932208599&CFTOKEN=33374223,"Haotian Zhou, Lulu Wan and Xiaolan Fu","Book Series Lecture Notes in Computer Science, Volume 4738/2007, Book Affective Computing and Intelligent Interaction, Pages 690-697, SpringerLink Date Tuesday, September 04, 2007",no,no
General-Purpose Framework for Efficient High-Fidelity Collision Detection between Complex Deformable Models for the HLA,"Collision detection is fundamental to many kinds of simulation. Any simulation that needs to model interactions between solid objects needs some form of collision detection. However, despite this need, a general-purpose collision detection framework has not been developed for the High Level Architecture (HLA). This research paper proposes a framework which facilitates this need. The framework differs from previous solutions by conforming to the principles of low coupling and high cohesion, which are cornerstones of the HLA ideology, which promotes reuse of simulation components. To this end, the framework does not bind itself to the existing Object Model of the simulation it supports. The HLA Data Distribution Management (DDM) services are used to increase the network and processing efficiency of the solution. By incorporation of advanced spatial partitioning and collision detection algorithms, the solution provides an accurate, fast collision detection service to HLA federates.",2005,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.91.489&rep=rep1&type=pdf,Lance Burns,"Submitted to the School of Information Technology and Mathematical Sciences in partial fulfilment of the requirements for the degree of 
Bachelor of Computing (Honours)  at the  UNIVERSITY of BALLARAT, June 2005",no,no
Generating Fast Feedback in Requirements Elicitation,"<p>Getting feedback fast is essential during early requirements activities. Requirements analysts need to capture interpret and validate raw requirements and information. In larger projects, a series of interviews and workshops is conducted. Stakeholder feedback for validation purposes is often collected in a second series of interviews, which may take weeks to complete. However, this may (1) delay the entire project, (2) cause stakeholders to lose interest and commitment, and (3) result in outdated, invalid requirements. Based on our ""By Product-Approach"", we developed the ""Fast Feedback"" technique to collect additional information during initial interviews. User interface mock-ups are sketched and animated during the first interview and animated using the use case steps as guidance. This shortcut saves one or two interview cycles. A large administrative software project was the trigger for this work.</p>",2007,http://dl.acm.org/citation.cfm?id=1768916&CFID=932213425&CFTOKEN=85109525,Kurt Schneider,"Book Series Lecture Notes in Computer Science, Volume 4542/2007, Book Requirements Engineering: Foundation for Software Quality, Pages 160-174, SpringerLink Date Thursday, June 28, 2007",no,no
Generating Test Data for Specification-Based Tests Via Quasirandom Sequences,"This paper presents work on generation of specification-driven test cases based on quasirandom (low-discrepancy) sequences instead of pseudorandom numbers. This approach is novel in software testing. This enhanced uniformity of quasirandom sequences leads to faster generation of test cases covering all possibilities. We demonstrate by examples that quasirandom sequences can be a viable alternative to pseudorandom numbers in generating test cases. In this paper, we present a method that can generate test cases from a decision table specification more effectively via quasirandom numbers. Analysis of a simple problem in this paper shows that quasirandom sequences achieve better data than pseudorandom numbers, and have the potential to converge faster and so reduce the computational burden. The use of different quasirandom sequences for generating test cases is presented in this paper",2006,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4117708,"Hongmei Chi, Edward L. Jones, Deidre W. Evans and Martin Brown","Book Series Lecture Notes in Computer Science, Volume 3994/2006, Book Computational Science ? ICCS 2006, Pages 773-780, SpringerLink Date Wednesday, May 10, 2006",no,no
Genetic algorithms to support software engineering experimentation,"Empirical software engineering is concerned with running experimental studies in order to establish a broad knowledge base to assist software developers in evaluating models, methods and techniques. Running multiple experimental studies is mandatory, but complex and the cost is high. Besides, replications may impose constraints difficult to meet in real contexts. Researchers face additional problems and cost restrictions when conducting meta-analysis on combined data from multiple experiments. In this paper we are concerned with both issues, of assisting users in carrying out meta-analysis tasks and gathering a meaningful body of data from experimental studies. We show how the genetic algorithms optimization model can effectively handle a specific meta-analysis problem that is not amenable to standard statistical approaches. We also introduce an approach to expand the universe of data by mapping the experimental design and known results into a suitable genetic algorithm model that simulates new results. The simulation allows researchers to prospect how the variation of different experimental parameters affects the results, without incurring in the cost of actually running additional experiments. We show that it is possible to simulate statistically valid data, expanding the universe of data for analysis and opening up some interesting possibilities for replicators.",2005,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1541856,"By R.E. Garcia , M.C.F. de Oliveira , J.C. Maldonado","Found in: 2005 International Symposium on Empirical Software Engineering, 2005. 
Issue Date:November 2005 
pp. 10 pp.",no,no
"Geneways: a system for extracting, analyzing, visualizing, and integrating molecular pathway data","The immense growth in the volume of research literature and experimental data in the field of molecular biology calls for efficient automatic methods to capture and store information. In recent years, several groups have worked on specific problems in this area, such as automated selection of articles pertinent to molecular biology, or automated extraction of information using natural-language processing, information visualization, and generation of specialized knowledge bases for molecular biology. GeneWays is an integrated system that combines several such subtasks. It analyzes interactions between molecular substances, drawing on multiple sources of information to infer a consensus view of molecular networks. GeneWays is designed as an open platform, allowing researchers to query, review, and critique stored information.",2004,http://dl.acm.org/citation.cfm?id=1005546&CFID=932223512&CFTOKEN=76869052,"Andrey Rzhetsky, Ivan Iossifov, B Tomohiro Koike, E Michael Krauthammer, W. John Wilbur, F Vasileios Hatzivassiloglou, Carol Friedman B",? 2004 ? Journal of Biomedical Informatic,no,no
GENSIM 2.0: A Customizable Process Simulation Model for Software Process Evaluation,"<p>Software process analysis and improvement relies heavily on empiricalresearch. Empirical research requires measurement, experimentation, andmodeling. Moreover, whatever evidence is gained via empirical research isstrongly context dependent. Thus, it is hard to combine results and capitalizeupon them in order to improve software development processes in evolving developmentenvironments. The process simulation model GENSIM 2.0 addressesthese challenges. Compared to existing process simulation models in the literature,the novelty of GENSIM 2.0 is twofold: (1) The model structure is customizableto organization-specific processes. This is achieved by using a limited setof macro-patterns. (2) Model parameters can be easily calibrated to availableempirical data and expert knowledge. This is achieved by making the internalmodel structures explicit and by providing guidance on how to calibrate modelparameters. This paper outlines the structure of GENSIM 2.0, shows examplesof how to calibrate the simulator to available empirical data, and demonstratesits usefulness through two application scenarios. In those scenarios, GENSIM2.0 is used to rank feasible combinations of verification and validation (V&#38;V)techniques with regards to their impact on project duration, product quality andresource consumption. Though results confirm the expectation that doing moreV&#38;V earlier is generally beneficial to all project performance dimensions, theexact rankings are sensitive to project context.</p>",2008,http://dl.acm.org/citation.cfm?id=1789789&CFID=932217170&CFTOKEN=12301259,"Keyvan Khosrovian, Dietmar Pfahl and Vahid Garousi","Book Series Lecture Notes in Computer Science, Publisher Springer Berlin / Heidelberg, Volume 5007/2008, Book Making Globally Distributed Software Development a Success Story, Pages 294-306, SpringerLink Date Tuesday, May 06, 2008",no,no
Getting the Best out of Software Process Simulation and Empirical Research in Software Engineering,"This position paper sets out our views on the need to use simulation and quantitative experiments in combination in order to maximise the benefit of both to software engineering research. Each approach should be used to overcome weaknesses in the other in attempting to predict the behaviour of software processes when new or modified processes, tools or techniques are employed. We also express our concern at the frequently-encountered use of the term 'experiment' to describe quantitative simulation-based investigations.",2007,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4273275,"By Paul Wernick , Tracy Hall","Found in: Second International Workshop on Realising Evidence-Based Software Engineering (REBSE '07) 
Issue Date:May 2007 
pp. 3",no,no
Global Sensitivity Analysis of Predictor Models in Software Engineering,"Predictor models are an important tool in software projects for quality and cost control as well as management. There are various models available that can help the software engineer in decision-making. However, such models are often difficult to apply in practice because of the amount of data needed. Sensitivity analysis offers provides means to rank the input factors w.r.t. their importance and thereby reduce and optimise the measurement effort necessary. This paper presents an example application of global sensitivity analysis on a software reliability model used in practice. It describes the approach and the possibilities offered.",2007,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4273259,By Stefan Wagner,"Found in: Third International Workshop on Predictor Models in Software Engineering (PROMISE'07: ICSE Workshops 2007)  
Issue Date:May 2007 
pp. 3",no,no
Global value numbering using random interpretation,"Here the optimized gate level area problem in digit serial MCM designs, and design architectures is being introduced. Digit serial design offers less complexity MCM operation by increasing the delay of operation. Several efficient and accurate algorithms have been introduced to design lower complexity bit-parallel multiplication operation for multiple constant multiplication. In this project, direct form, transposed form as well as proposed MCM has been implemented. Using MCM technique, area and power is reduced in compromise with delay constraint. In order to reduce delay even more we can use Global Valued Numbering (GVN). Using variable assignment method, reduced delay as well as better area and power minimization can be obtained.",2014,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6963145,"Sumit Gulwani, George C. Necula",In 31st Annual ACM Symposium on POPL. ACM (2004),no,no
Graph-Based Acquisition of Expressive Knowledge,"It is shown how knowledge acquisition can improve the design, production, and testing of complex electronic, mechanical, and hydraulic systems. A method for automating knowledge acquisition and integrating it into the design process is discussed. The author presents NASA's CAD/CAE Knowledge Base Development Tool (KBDT) as a prototype for demonstrating the concept of automated knowledge acquisition. The basic structure of KBDT, and its operation and integration with NASA'S Knowledge-based Autonomous Test Engineer (KATE), are described. The combination of voice synthesis, voice recognition, natural language processing, and knowledge acquisition processing components, integrated using a blackboard architecture, is discussed",1992,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=245055,"Vinay Chaudhri, Kenneth Murray, John Pacheco, Peter Clark, Bruce Porter and Pat Hayes","Book Series Lecture Notes in Computer Science, Volume 3257/2004, Book Engineering Knowledge in the Age of the SemanticWeb, Pages 231-247, SpringerLink Date Thursday, September 23, 2004",no,no
Graphic Symbol Recognition of Engineering Drawings Based on Multi-Scale Autoconvolution Transform,"<p><p>In this paper, a novel graphic symbol recognition of scanned engineering drawing method based on multi-scale autoconvolution transform and radial basis probabilistic neural network (RBPNN) is proposed. Firstly, the recently proposed affine invariant image transform called Multi-Scale Autoconvolution (MSA) is adopted to extract invariant features. Then, the orthogonal least square algorithm (OLSA) is used to train the RBPNN and the recursive OLSA is adopted to optimize the structure of the RBPNN. The experimental result shows that, compared with another affine invariant technique, this new method provides a good basis for the scanned engineering drawing recognition task where the disturbances of graphic symbol can be approximated with spatial affine transformation.</p></p>",2007,http://dl.acm.org/citation.cfm?id=1418973&CFID=932208056&CFTOKEN=22686573,Chuan-Min Zhai and Ji-Xiang Du,"Book Series Lecture Notes in Computer Science, Volume 4492/2007, Book Advances in Neural Networks ? ISNN 2007, Pages 793-800, SpringerLink Date Saturday, July 14, 2007",no,no
Graphical Data Displays and Database Queries: Helping Users Select the Right Display for the Task,"<p>This paper describes the process by which we have constructed an adaptive system for external representation (ER) selection support, designed to enhance users&#39; ER reasoning performance. We describe how our user model has been constructed &#8211; it is a Bayesian network with values seeded from data derived from experimental studies. The studies examined the effects of users&#39; background knowledge-of-external representations (KER) upon performance and their preferences for particular information display forms across a range of database query types.</p>",2005,http://dl.acm.org/citation.cfm?id=2156316&CFID=932218996&CFTOKEN=26752374,Beate Grawemeyer and Richard Cox,"Book Series: Lecture Notes in Computer Science, Volume 3638/2005, Book: Smart Graphics, Pages 53-64,  SpringerLink Date Wednesday, August 24, 2005",no,no
Grid-Enabled Non-Invasive Blood Glucose Measurement,"In this paper, a novel non-invasive sensor for the measurement of the glucose concentrations in blood is presented. By using a microstrip band pass filter, a wireless sensor is achieved. In the introduced design, the thumb is placed on the structure of the filter as a superstrate. The response of the filter is dependent on the permittivity of the superstrate. A compact size, linearity and cost effectiveness are the most important advantages of the proposed sensor. The linear behaviour of the filter in terms of the frequency is investigated and for a linear behaviour, a certain frequency for operation is selected. The introduced sensor can be used by diabetics for continuous self-monitoring of the glucose level. The structure of the proposed sensor is designed on the low-cost substrate, FR4, by compact dimensions of 50 mm &#x00D7; 40 mm &#x00D7; 1.6 mm. A prototype of the proposed filter was fabricated and the performance of the filter was investigated, experimentally.",2015,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7089369,"Ibrahim Elsayed, Jianguo Han, Ting Liu, Alexander W?hrer, Fakhri Alam Khan and Peter Brezany","Book Series Lecture Notes in Computer Science, Publisher Springer Berlin / Heidelberg, ISSN 0302-9743 (Print) 1611-3349 (Online), Volume 5101/2008, Book Computational Science ? ICCS 2008, DOI 10.1007/978-3-540-69384-0, ISBN 978-3-540-69383-3, Pages 76-85, SpringerLink Date Wednesday, June 25, 2008",no,no
GridFoRCE: A comprehensive resource kit for teaching grid computing.,"A comprehensive suite of pedagogical resources is presented that will enable an instructor to embed grid computing concepts in a traditional distributed system course. Rapidly advancing Internet technologies and ever expanding application domains have created excitement in teaching distributed systems. Many fundamental concepts developed decades earlier, such as remote procedure calls and multithreading, have come to play key roles in modern distributed systems. Standards such as eXtensible Markup Language (XML) and Simple Object Access Protocol (SOAP) have been developed to enable interoperability among heterogeneous distributed systems. However, a plethora of new paradigms, a wide variety of technological choices, and short cycles of technological obsolescence challenge the introduction of these important concepts into a distributed systems course. This paper describes how the author addressed these challenges in teaching grid computing. The paper also provides details of the resources developed during this process. The pedagogical resource kit developed includes course curriculum, lecture notes, a set of laboratory assignments, a Globus Toolkit-based experimental grid adapted to classroom assignments, and valuable lessons learned from the course offerings during the past two years. The material provided in this paper is expected to help to ""jumpstart"" educators considering the introduction of grid computing into their curricula",2007,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4084631,B. Ramamurthy.,"Ieee Transactions on Education 50 (1):10-16, 2007.",no,no
Group Processes in Software Effort Estimation,"Software effort estimation requires high accuracy, but accurate estimations are difficult to achieve. Increasingly, datamining is used to improve an organization's software process quality, e.g. the accuracy of effort estimations. There are a large number of different method combination exists for software effort estimation, selecting the most suitable combination becomes the subject of research in this paper. In this study data preprocessing is implemented and effort is calculated using COCOMO Model. Then data mining techniques OLS Regression and K Means Clustering are implemented on preprocessed data and results obtained are compared and data mining techniques when implemented on preprocessed data proves to be more accurate then OLS Regression Technique.",2014,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6822274,Kjetil Mol?kken-?stvold and Magne J?rgensen,"Empirical Software Engineering, Volume 9, Number 4 / December, 2004",no,no
GSMA: Software implementation of the genome search meta-analysis method,"<p>Meta-analysis can be used to pool results of genome-wide linkage scans. This is of great value in complex diseases, where replication of linked regions occurs infrequently. The genome search meta-analysis (GSMA) method is widely used for this analysis, and a computer program is now available to implement the GSMA.</p>   <p>      <b>Availability:</b>      <URLREF>http://www.kcl.ac.uk/depsta/memoge/gsma/</URLREF>   </p>   <p>      <b>Contact:</b>      <EMAILREF>Cathryn.lewis@genetics.kcl.ac.uk</EMAILREF>   </p>",2005,http://dl.acm.org/citation.cfm?id=1181454&CFID=932215731&CFTOKEN=73604028,"Pardi, F.a , Levinson, D.F.b , Lewis, C.M.a","(2005) Bioinformatics, 21 (24), pp. 4430-4431. Cited 7 times.",no,no
Guest Editors' Introduction: Realizing Service-Centric Software Systems,"Service-centric software system is a multidisciplinary paradigm concerned with software systems that are constructed as compositions of autonomous services. These systems extend the service-oriented architecture paradigm by focusing on the design, development, and maintenance of software built under SOAs. In this special issue, we present five articles that tackle service-centric software systems.",2007,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4375239,"By Olivier Nano , Andrea Zisman","Found in: IEEE Software 
Issue Date:November 2007 
pp. 28-30",no,no
GUI for model checkers,"In order to develop highly secure database systems to meet the requirements for class B2, an extended formal security policy model based on the BLP model is presented in this paper. A method for verifying security model for database systems is proposed. According to this method, the development of a formal specification and verification to ensure the security of the extended model is introduced. During the process of the verification, a number of mistakes have been identified and corrections have been made. Both the specification and verification are developed in Coq proof assistant. Our formal security model was improved and has been verified secure. This work demonstrates that our verification method is effective and sufficient and illustrates the necessity for formal verification of the extended model by using tools.",2008,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4683090,Bo Wang,"THESIS , MASTER OF SCIENCE, Department of Computer Science , Faculty of EEMCS, Delft University of Technology, June, 2006",no,no
Hardware support of JPEG,"Image formats specified by the joint photographic expert group (JPEG) are preferred for images with high colour content. Along with graphic interchange format (GIF) images, JPEG is the most commonly used image format on the Internet and JPEG is the de facto still image format for digital cameras. All major digital camera manufacturers use JPEG as its exclusive or primary still image format. Most JPEG processing occurs in software programs like Microsoft Paint and Adobe Photoshop. Relatively few hardware solutions exist for processing JPEG images. This paper presents a comprehensive literature survey of hardware solutions for JPEG images. Wherever possible, different JPEG formats and accompanying hardware are presented and compared to illustrate various advantages/disadvantages. The performance of hardware and software for JPEG is compared and an overview of commercial hardware for JPEG is also provided",2005,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1557052,"Elbadri, M., Peterkin, R., Groza, V., Ionescu, D., El Saddik, A.","(2005) Canadian Conference on Electrical and Computer Engineering, 2005, art. no. 1557052, pp. 812-815.",no,no
Harnessing Digital Evolution,"In digital evolution, self-replicating computer programs-digital organisms-experience mutations and selective pressures, potentially producing computational systems that, like natural organisms, adapt to their environment and protect themselves from threats. Such organisms can help guide the design of computer software.",2008,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4445603,"By Philip McKinley , Betty H.C. Cheng , Charles Ofria , David Knoester , Benjamin Beckmann , Heather Goldsby","Found in: Computer 
Issue Date:January 2008 
pp. 54-63",no,no
HCI and the Face: Towards an Art of the Soluble,"We propose a computer vision-based pipeline that enables altering the appearance of faces in videos. Assuming a surveillance scenario, we combine GMM-based background subtraction with an improved version of the GrabCut algorithm to find and segment pedestrians. Independently, we detect faces using a standard face detector. We apply the neural art algorithm, utilizing the responses of a deep neural network to obfuscate the detected faces through style mixing with reference images. The altered faces are combined with the original frames using the extracted pedestrian silhouettes as a guideline. Experimental evaluation indicates that our method has potential in producing de-identified versions of the input frames while preserving the utility of the de-identified data.",2016,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7528406,Christoph Bartneck and Michael J. Lyons,"Book Series Lecture Notes in Computer Science, Volume 4550/2007, Book Human-Computer Interaction. Interaction Design and Usability, Pages 20-29, SpringerLink Date Tuesday, August 28, 2007",no,no
HCI reality?an ?Unreal Tournament??,"A common solution to multi-agent decision problems is to commit a team of collaborating agents to a joint plan. Once committed, any deviation from the plan by an agent, is hazardous. Hence, in many such systems, agents ignore potential beneficial actions not in the plan, (even if such ""opportunistic"" actions increase the expected utility of the team). We model the (stochastic) tradeoff of such opportunistic actions vs. continued commitment to the joint plan, and address this issue as a formal decision problem under uncertainty. We use a modified version of the AWOL model, presented in an earlier paper, showing how it works in the context of a simplified version of the unreal tournament (TM) computer game. Empirical results suggest that it is faster to compute the solution to the AWOL abstraction than to solve the problem in the original domain.",2006,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4274246,"Christoph Bartneck_, Matthias Rauterberg",Int. J. Human-Computer Studies 65 (2007) 737?743,no,no
Healthcare Knowledge Management: The Art of the Possible,"Healthcare organizations are increasingly adopting knowledge management systems (KMS) for clinical use, which have been established in technical support organizations for several years. While a technical support organization can utilize its KMS to directly address customer needs using its infrastructure and established processes, the effectiveness and success of KMS in a healthcare organization relies on the collective practice of healthcare professionals. In this research, the knowledge management processes and infrastructure in the two industries is compared. Seven hypotheses are developed and tested using a survey in two organizations, one in each industry to measure the contributions of different components of knowledge management infrastructure and processes towards organizational effectiveness. The results indicate that culture plays a larger role than structure in healthcare. Knowledge acquisition processes are more important in healthcare, compared with conversion and application in technical support. These results have implications for the selection and implementation of KMS in healthcare.",2008,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4439034,Syed Sibte Raza Abidi,"Book Series Lecture Notes in Computer Science, Volume 4924/2008, Book Knowledge Management for Health Care Procedures, Pages 1-20, SpringerLink Date Saturday, February 23, 2008",no,no
HEGESMA: Genome search meta-analysis and heterogeneity testing,"<p><b>Summary:</b> Heterogeneity and genome search meta-analysis (HEGESMA) is a comprehensive software for performing genome scan meta-analysis, a quantitative method to identify genetic regions (bins) with consistently increased linkage score across multiple genome scans, and for testing the heterogeneity of the results of each bin across scans. The program provides as an output the average of ranks and three heterogeneity statistics, as well as corresponding significance levels. Statistical inferences are based on Monte Carlo permutation tests. The program allows both unweighted and weighted analysis, with the weights for each study as specified by the user. Furthermore, the program performs heterogeneity analyses restricted to the bins with similar average ranks.</p>   <p>      <b>Availability:</b>      <URLREF>http://biomath.med.uth.gr</URLREF>   </p>   <p>      <b>Contact:</b>      <EMAILREF>zintza@med.uth.gr</EMAILREF>   </p>",2005,http://dl.acm.org/citation.cfm?id=1094332&CFID=932206974&CFTOKEN=64465512,"Zintzaras, E.a , Ioannidis, J.P.A.b c","(2005) Bioinformatics, 21 (18), pp. 3672-3673. Cited 25 times.",no,no
Helps and Hints for Learning with Web Based Learning Systems: The Role of Instructions,"AbstractThis study investigated the role of specific and unspecific tasks for learning declarative knowledge and skills with a web based learning system. Results show that learners with specific tasks where better for both types of learning. Nevertheless, not all kinds of learning outcomes were equally influenced by instruction. Therefore, instructions should be selected carefully in correspondence with desired learning goals.",2004,http://dx.doi.org/10.1007/978-3-540-30139-4_78,Angela Brunstein and Josef F. Krems,"Book Series Lecture Notes in Computer Science, Volume 3220/2004, Book Intelligent Tutoring Systems, Pages 794-796, SpringerLink Date Wednesday, August 18, 2004",no,no
Hemodynamic Analysis of Cerebral Aneurysm and Stenosed Carotid Bifurcation Using Computational Fluid Dynamics Technique,"<p>Cerebrovascular diseases are one of the three major mortalities in Japan, such as the rupture of cerebral aneurysm and cerebral infarction caused by carotid stenosis. The growth mechanism of the cerebral aneurysm and carotid stenosis has not been clearly understood. In this research, we are introducing a numerical simulation tool; Computational Fluid Dynamics (CFD) technique, to simulate and predict the hemodynamics of blood passing through the cerebral aneurysms and stenosed carotid arteries. The results of a ruptured and an unruptured cerebral aneurysm were compared. Energy losses were calculated in ruptured and unruptured cerebral aneurysms, the results were 167 Pa and 6.3 Pa respectively. The results also indicated that the blood flows took longer residence inside of bleb of the ruptured aneurysm. The maximum wall shear stress was observed at 70% stenosis from the simulation results of stenosed carotid bifurcation. The result qualitatively agrees with classical treatments in carotid bifurcation therapy.</p>",2007,http://dl.acm.org/citation.cfm?id=2393709&CFID=932211690&CFTOKEN=10251158,"Yi Qian, Tetsuji Harada, Koichi Fukui, Mitsuo Umezu, Hiroyuki Takao and Yuichi Murayama","Book Series Lecture Notes in Computer Science, Volume 4689/2007, Book Life System Modeling and Simulation, Pages 292-299, SpringerLink Date Friday, August 24, 2007",no,no
Heuristic Expert Review Model and Tool,"Surgical simulators present a safe and potentially effective method for surgical training, and can also be used in robot-assisted surgery for pre- and intra-operative planning. Accurate modeling of the interaction between surgical instruments and organs has been recognized as a key requirement in the development of high-fidelity surgical simulators. Researchers have attempted to model tool-tissue interactions in a wide variety of ways, which can be broadly classified as (1) linear elasticity-based, (2) nonlinear (hyperelastic) elasticity-based finite element (FE) methods, and (3) other techniques not based on FE methods or continuum mechanics. Realistic modeling of organ deformation requires populating the model with real tissue data (which are difficult to acquire <italic>in vivo</italic>) and simulating organ response in real time (which is computationally expensive). Further, it is challenging to account for connective tissue supporting the organ, friction, and topological changes resulting from tool-tissue interactions during invasive surgical procedures. Overcoming such obstacles will not only help us to model tool-tissue interactions in real time, but also enable realistic force feedback to the user during surgical simulation. This review paper classifies the existing research on tool-tissue interactions for surgical simulators specifically based on the modeling techniques employed and the kind of surgical operation being simulated, in order to inform and motivate future research on improved tool-tissue interaction models.",2008,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6797566,"Kirsten D. Smith, Matthew Smith, Paul Buis",Can't see source,no,no
Heuristics for information visualization evaluation,"This paper presents a review of heuristic evaluation and recommendations for how to apply the method for information visualization evaluation. Heuristic evaluation is a widely known and popular method within the area of human-computer interaction and the information visualization community now also recognizes its usefulness. However, in this area it is not applied to the same extent. In its original form the method has limitations that need to be considered in order for it to be optimal for information visualization. The aim with this paper is to provide the reader with knowledge about the method and awareness of what issues that call for refined or supplemental actions and resources in order for it to generate as valid and useful results as possible. The paper also discusses the research challenges for future work in how to further improve the method.",2012,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6295805,"Torre Zuk, Lothar Schlesier, Petra Neumann, Mark S. Hancock, Sheelagh Carpendale","BELIV '06: Proceedings of the 2006 AVI workshop on BEyond time and errors: novel evaluation methods for information visualization, May 2006, Publisher: ACM",no,no
Hierarchy and Centralization in Free and Open Source software team communications,"AbstractFree/Libre Open Source Software (FLOSS) development teams provide an interesting and convenient setting for studying distributed work. We begin by answering perhaps the most basic question: what is the social structure of these teams? We conducted social network analyses of bug-fixing interactions from three repositories: Sourceforge, GNU Savannah and Apache Bugzilla. We find that some OSS teams are highly centralized, but contrary to expectation, others are not. Projects are mostly quite hierarchical on four measures of hierarchy, consistent with past research but contrary to the naive image of these projects. Furthermore, we find that the level of centralization is negatively correlated with project size, suggesting that larger projects become more modular, or possibly that becoming more modular is a key to growth. The paper makes a further methodological contribution by identifying appropriate analysis approaches for interaction data. We conclude by sketching directions for future research.",2006,http://dx.doi.org/10.1007/s12130-006-1004-8,"by Kevin Crowston, James Howison","Knowledge, Technology and Policy",no,no
Higher Order Color Mechanisms for Image Segmentation,"In this paper, we propose the efficient approach to tackle the multi-label interactive image segmentation issue by applying the higher order Conditional Random Fields model which associates superpixel as higher order energy. People did take advantage of CRF model for unsupervised segmentation for years, but it requires training set for providing neccessary information. Therefore, unsupervised strategy is fairly restrictive for the variety of image contexts and categorizations. For this reason, the user interaction seems inevitable to help us address the multi- label segmentation's riddle in accordance with exploiting CRF perspectives. The promising experiments are conducted in MSRC and Berkeley dataset comparing with the original Conditional Random Fields framework.",2012,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6169870,Thorsten Hansen and Karl R. Gegenfurtner,"Book Series Lecture Notes in Computer Science, Volume 4729/2007, Book Advances in Brain, Vision, and Artificial Intelligence, Pages 72-83, SpringerLink Date Friday, September 21, 2007",no,no
High-level design for user and component interfaces.,"Future industrial products will incorporate embedded microcomputers that will require advanced graphical user interfaces (GUIs). These GUIs will incorporate innovative input and display technologies, such as gestural input, multimedia, three dimensional displays, as well as new metaphors, and agents. These technology advances present challenges and opportunities for designers of human-computer communication and interaction",1992,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=313272,G. V. Bochmann.,"Knowledge-Based Systems 17 (7-8):303-310, 2004.",no,no
How Do Adults Solve Digital Tangram Problems? Analyzing Cognitive Strategies Through Eye Tracking Approach,"<p>Purpose of the study is to investigate how adults solve tangram based geometry problems on computer screen. Two problems with different difficulty levels were presented to 20 participants. The participants tried to solve problems by placing seven geometric objects into correct locations. In order to analyze the process, the participants and their eye movements were recorded by an Tobii Eye Tracking device while solving the problems. The results showed that the participants employed different strategies while solving problems with different difficulty levels</p>",2007,http://dl.acm.org/citation.cfm?id=1769653&CFID=932216669&CFTOKEN=69883352,"Bahar Baran, Berrin Dogusoy and Kursat Cagiltay","Book Series Lecture Notes in Computer Science, Volume 4552/2007, Book Human-Computer Interaction. HCI Intelligent Multimodal Interaction Environments, Pages 555-563,. SpringerLink Date Friday, August 24, 2007",no,no
